"freqm";"freqf";"firstname";"totalfreq";"percm";"percf"
0;5;"achanti";5;0;100
32;0;"achary";32;100;0
0;6;"achazia";6;0;100
0;39;"achel";39;0;100
49;0;"acheron";49;100;0
352;0;"achille";352;100;0
2084;0;"achilles";2084;100;0
5;0;"achilleus";5;100;0
81;0;"achillies";81;100;0
35;0;"achintya";35;100;0
0;55;"achol";55;0;100
10;0;"achraf";10;100;0
0;63;"achsah";63;0;100
58;0;"achyut";58;100;0
29;0;"achyuth";29;100;0
0;6;"acia";6;0;100
5;0;"aciano";5;100;0
1986;50;"acie";2036;97.5442043222004;2.45579567779961
7;0;"aciel";7;100;0
12;0;"acil";12;100;0
0;71;"acire";71;0;100
32;0;"ackeem";32;100;0
22;0;"ackley";22;100;0
5;0;"acob";5;100;0
0;254;"acquanetta";254;0;100
0;13;"acquanette";13;0;100
0;83;"acsa";83;0;100
0;26;"acura";26;0;100
210;0;"acxel";210;100;0
263;5;"acy";268;98.134328358209;1.86567164179104
68;0;"ad";68;100;0
206;74662;"ada";74868;0.275150932307528;99.7248490676925
0;26;"adabel";26;0;100
0;140;"adabella";140;0;100
0;313;"adabelle";313;0;100
0;5;"adacia";5;0;100
5;0;"adae";5;100;0
210;0;"adael";210;100;0
0;5;"adaela";5;0;100
0;6;"adaelyn";6;0;100
0;396;"adaeze";396;0;100
14;0;"adagio";14;100;0
0;2475;"adah";2475;0;100
56;0;"adahir";56;100;0
0;23;"adahli";23;0;100
0;100;"adahlia";100;0;100
6;0;"adahy";6;100;0
0;17;"adai";17;0;100
0;91;"adaia";91;0;100
39;222;"adaiah";261;14.9425287356322;85.0574712643678
0;34;"adaija";34;0;100
0;82;"adaijah";82;0;100
0;8;"adailyn";8;0;100
305;0;"adain";305;100;0
1401;1231;"adair";2632;53.2294832826748;46.7705167173252
0;153;"adaira";153;0;100
0;45;"adaire";45;0;100
0;5;"adairis";5;0;100
0;119;"adaisha";119;0;100
0;7;"adaisia";7;0;100
0;100;"adaja";100;0;100
0;77;"adajah";77;0;100
0;7;"adaku";7;0;100
321;0;"adal";321;100;0
0;5;"adala";5;0;100
0;5;"adalade";5;0;100
0;165;"adalae";165;0;100
0;84;"adalai";84;0;100
0;216;"adalaide";216;0;100
0;123;"adalay";123;0;100
0;62;"adalaya";62;0;100
0;7;"adalayde";7;0;100
94;0;"adalbert";94;100;0
4407;0;"adalberto";4407;100;0
0;10;"adale";10;0;100
0;56;"adalea";56;0;100
0;78;"adaleah";78;0;100
0;1828;"adalee";1828;0;100
0;72;"adaleen";72;0;100
0;68;"adaleena";68;0;100
0;122;"adalei";122;0;100
0;11;"adaleia";11;0;100
0;816;"adaleigh";816;0;100
0;12;"adaleine";12;0;100
0;39;"adalen";39;0;100
0;339;"adalena";339;0;100
0;528;"adalene";528;0;100
0;177;"adaley";177;0;100
0;17;"adaleya";17;0;100
0;23;"adaleyza";23;0;100
0;5;"adalhi";5;0;100
24;408;"adali";432;5.55555555555556;94.4444444444444
0;1549;"adalia";1549;0;100
0;113;"adaliah";113;0;100
0;22;"adalicia";22;0;100
99;11;"adalid";110;90;10
0;77;"adalida";77;0;100
0;1194;"adalie";1194;0;100
0;12;"adaliene";12;0;100
0;283;"adalin";283;0;100
0;1009;"adalina";1009;0;100
0;298;"adalind";298;0;100
0;10;"adalinda";10;0;100
0;6090;"adaline";6090;0;100
0;35;"adalinn";35;0;100
0;5;"adalinne";5;0;100
0;183;"adalis";183;0;100
0;6;"adalisa";6;0;100
0;49;"adalise";49;0;100
0;5;"adalisse";5;0;100
9;0;"adalius";9;100;0
0;20;"adaliyah";20;0;100
0;275;"adaliz";275;0;100
0;6;"adalize";6;0;100
0;29;"adallyn";29;0;100
0;503;"adaly";503;0;100
0;10;"adalya";10;0;100
0;10;"adalye";10;0;100
0;15367;"adalyn";15367;0;100
0;67;"adalyna";67;0;100
0;45;"adalynd";45;0;100
0;411;"adalyne";411;0;100
0;13856;"adalynn";13856;0;100
0;617;"adalynne";617;0;100
0;30;"adalys";30;0;100
0;6;"adalyse";6;0;100
542939;2024;"adam";544963;99.6285986388067;0.371401361193329
316;466;"adama";782;40.4092071611253;59.5907928388747
0;103;"adamae";103;0;100
0;1774;"adamari";1774;0;100
0;132;"adamarie";132;0;100
0;2841;"adamaris";2841;0;100
0;217;"adamariz";217;0;100
0;608;"adamary";608;0;100
0;206;"adamarys";206;0;100
0;20;"adamina";20;0;100
5;0;"adamjames";5;100;0
6;0;"adamm";6;100;0
0;5;"adamma";5;0;100
6;0;"adammichael";6;100;0
11;0;"adamo";11;100;0
1008;0;"adams";1008;100;0
25482;103;"adan";25585;99.5974203634942;0.402579636505765
0;202;"adana";202;0;100
0;11;"adaneli";11;0;100
0;28;"adanelly";28;0;100
0;88;"adanely";88;0;100
0;481;"adanna";481;0;100
0;20;"adannaya";20;0;100
165;0;"adante";165;100;0
0;159;"adanya";159;0;100
0;41;"adaobi";41;0;100
0;182;"adaora";182;0;100
61;34;"adar";95;64.2105263157895;35.7894736842105
0;1683;"adara";1683;0;100
0;26;"adarah";26;0;100
5;0;"adari";5;100;0
0;105;"adaria";105;0;100
211;0;"adarian";211;100;0
20;0;"adarien";20;100;0
38;0;"adarion";38;100;0
29;0;"adarious";29;100;0
1190;0;"adarius";1190;100;0
5;0;"adarrion";5;100;0
97;0;"adarrius";97;100;0
58;0;"adarryl";58;100;0
29;0;"adarryll";29;100;0
526;0;"adarsh";526;100;0
10;0;"adaryl";10;100;0
43;0;"adaryll";43;100;0
0;94;"adasha";94;0;100
0;20;"adashia";20;0;100
0;229;"adasia";229;0;100
5;5;"adason";10;50;50
0;29;"adassa";29;0;100
0;171;"adasyn";171;0;100
0;5;"adasynn";5;0;100
0;6;"adau";6;0;100
0;50;"adaugo";50;0;100
0;5;"adaure";5;0;100
0;5;"adavia";5;0;100
16;0;"adavion";16;100;0
0;645;"adaya";645;0;100
0;148;"adayah";148;0;100
0;35;"adayla";35;0;100
0;61;"adaysha";61;0;100
0;19;"adayshia";19;0;100
0;22;"adaysia";22;0;100
5;0;"adbeel";5;100;0
16;0;"adbiel";16;100;0
81;0;"add";81;100;0
0;570;"adda";570;0;100
0;5;"addah";5;0;100
22;0;"addai";22;100;0
0;149;"addalee";149;0;100
0;67;"addaleigh";67;0;100
0;34;"addaley";34;0;100
0;100;"addalie";100;0;100
0;14;"addalin";14;0;100
0;5;"addalina";5;0;100
0;115;"addaline";115;0;100
0;5;"addallee";5;0;100
0;5;"addaly";5;0;100
0;1655;"addalyn";1655;0;100
0;58;"addalyne";58;0;100
0;1088;"addalynn";1088;0;100
0;75;"addalynne";75;0;100
720;0;"addam";720;100;0
21;0;"addan";21;100;0
0;112;"addasyn";112;0;100
0;5;"addelaide";5;0;100
0;22;"addelin";22;0;100
0;18;"addelina";18;0;100
0;295;"addeline";295;0;100
0;16;"addell";16;0;100
0;1540;"addelyn";1540;0;100
0;12;"addelyne";12;0;100
0;495;"addelynn";495;0;100
0;32;"addelynne";32;0;100
108;0;"adden";108;100;0
11;0;"adderly";11;100;0
0;10;"addeson";10;0;100
0;18;"addesyn";18;0;100
0;11;"addey";11;0;100
0;341;"addi";341;0;100
0;6;"addia";6;0;100
25;0;"addicus";25;100;0
0;33;"addicyn";33;0;100
590;35324;"addie";35914;1.64281338753689;98.3571866124631
69;0;"addiel";69;100;0
0;23;"addielynn";23;0;100
0;5;"addiemae";5;0;100
0;5;"addieson";5;0;100
0;142;"addilee";142;0;100
0;32;"addileigh";32;0;100
0;30;"addiley";30;0;100
0;18;"addiline";18;0;100
5;4605;"addilyn";4610;0.108459869848156;99.8915401301518
0;46;"addilyne";46;0;100
0;2044;"addilynn";2044;0;100
0;78;"addilynne";78;0;100
0;22;"addine";22;0;100
8;5;"addington";13;61.5384615384615;38.4615384615385
381;152;"addis";533;71.4821763602251;28.5178236397749
0;16;"addisan";16;0;100
6;1075;"addisen";1081;0.555041628122109;99.4449583718779
0;30;"addisin";30;0;100
12317;110535;"addison";122852;10.0258848044802;89.9741151955198
0;91;"addisson";91;0;100
0;5;"addiston";5;0;100
0;16;"addisun";16;0;100
0;7672;"addisyn";7672;0;100
0;159;"addisynn";159;0;100
5;0;"addix";5;100;0
0;5;"addle";5;0;100
0;12;"addlee";12;0;100
0;129;"addley";129;0;100
0;6;"addlie";6;0;100
0;15;"addlyn";15;0;100
0;15;"addlynn";15;0;100
5;0;"addonis";5;100;0
0;5;"addriana";5;0;100
0;16;"addrianna";16;0;100
0;15;"addrienne";15;0;100
0;5;"addsion";5;0;100
22;1117;"addy";1139;1.9315188762072;98.0684811237928
0;10;"addylan";10;0;100
0;6;"addylen";6;0;100
0;68;"addylin";68;0;100
0;17;"addyline";17;0;100
0;35;"addylyn";35;0;100
0;53;"addylynn";53;0;100
0;47;"addysan";47;0;100
0;1005;"addysen";1005;0;100
0;112;"addysin";112;0;100
0;6;"addysn";6;0;100
33;14093;"addyson";14126;0.233611779697013;99.766388220303
0;13;"addysun";13;0;100
0;113;"addysyn";113;0;100
269;11;"ade";280;96.0714285714286;3.92857142857143
0;100;"adea";100;0;100
23;93;"adean";116;19.8275862068966;80.1724137931034
0;187;"adeana";187;0;100
0;5;"adeanna";5;0;100
118;0;"adebayo";118;100;0
0;10;"adebisi";10;0;100
10;40;"adebola";50;20;80
19;0;"adebowale";19;100;0
0;10;"adecyn";10;0;100
117;0;"adedamola";117;100;0
50;0;"adedayo";50;100;0
48;0;"adedeji";48;100;0
5;0;"adedotun";5;100;0
5;12;"adedoyin";17;29.4117647058824;70.5882352941177
0;6;"adee";6;0;100
229;0;"adeeb";229;100;0
0;21;"adeeba";21;0;100
300;0;"adeel";300;100;0
5;0;"adeem";5;100;0
5;0;"adeen";5;100;0
0;350;"adeena";350;0;100
7;0;"adefolarin";7;100;0
42;0;"adein";42;100;0
0;123;"adeja";123;0;100
0;30;"adejah";30;0;100
0;5;"adekemi";5;0;100
61;0;"adekunle";61;100;0
1193;1264;"adel";2457;48.5551485551486;51.4448514448514
0;11816;"adela";11816;0;100
0;47;"adelade";47;0;100
0;148;"adelae";148;0;100
0;5;"adelah";5;0;100
0;167;"adelai";167;0;100
0;5;"adelaid";5;0;100
0;2580;"adelaida";2580;0;100
0;22651;"adelaide";22651;0;100
221;0;"adelaido";221;100;0
0;11;"adelaina";11;0;100
0;342;"adelaine";342;0;100
0;16;"adelais";16;0;100
0;5;"adelane";5;0;100
438;0;"adelard";438;100;0
0;37;"adelay";37;0;100
0;10;"adelaya";10;0;100
0;25;"adelayda";25;0;100
0;51;"adelayde";51;0;100
0;6;"adelayne";6;0;100
2127;0;"adelbert";2127;100;0
11;37009;"adele";37020;0.0297136682874122;99.9702863317126
0;6;"adelea";6;0;100
0;5;"adelean";5;0;100
0;73;"adelee";73;0;100
0;5;"adeleen";5;0;100
0;93;"adelei";93;0;100
0;111;"adeleigh";111;0;100
0;237;"adeleine";237;0;100
5;0;"adeleke";5;100;0
0;7;"adelen";7;0;100
0;230;"adelena";230;0;100
0;1076;"adelene";1076;0;100
0;20;"adeley";20;0;100
0;345;"adelfa";345;0;100
0;6;"adelfina";6;0;100
63;0;"adelfo";63;100;0
0;102;"adelheid";102;0;100
0;57;"adeli";57;0;100
0;4240;"adelia";4240;0;100
0;14;"adeliah";14;0;100
0;5;"adelice";5;0;100
0;49;"adelicia";49;0;100
0;418;"adelie";418;0;100
0;5;"adelilah";5;0;100
0;380;"adelin";380;0;100
0;10022;"adelina";10022;0;100
0;11;"adelinah";11;0;100
0;41;"adelind";41;0;100
26;48629;"adeline";48655;0.0534374678861371;99.9465625321139
0;19;"adelinn";19;0;100
0;25;"adelinne";25;0;100
58;0;"adelino";58;100;0
0;67;"adelis";67;0;100
0;149;"adelisa";149;0;100
0;154;"adelise";154;0;100
0;1659;"adelita";1659;0;100
0;83;"adeliz";83;0;100
1049;5893;"adell";6942;15.1109190435033;84.8890809564967
0;4916;"adella";4916;0;100
0;4944;"adelle";4944;0;100
0;5;"adellia";5;0;100
0;8;"adelline";8;0;100
0;63;"adellyn";63;0;100
0;6;"adellynn";6;0;100
0;113;"adelma";113;0;100
0;26;"adelmira";26;0;100
13;0;"adelmo";13;100;0
5;0;"adelore";5;100;0
0;11;"adelphia";11;0;100
0;123;"adely";123;0;100
0;5;"adelya";5;0;100
6;12972;"adelyn";12978;0.0462320850670365;99.953767914933
0;86;"adelyna";86;0;100
0;649;"adelyne";649;0;100
0;7046;"adelynn";7046;0;100
0;506;"adelynne";506;0;100
0;5;"adelys";5;0;100
866;0;"adem";866;100;0
6;0;"ademar";6;100;0
40;5;"ademide";45;88.8888888888889;11.1111111111111
23;0;"ademir";23;100;0
131;0;"ademola";131;100;0
18329;548;"aden";18877;97.0969963447582;2.90300365524183
0;1658;"adena";1658;0;100
0;44;"adene";44;0;100
0;220;"adenike";220;0;100
20;0;"adeniyi";20;100;0
12;0;"adenn";12;100;0
31;345;"adeola";376;8.24468085106383;91.7553191489362
18;0;"adeolu";18;100;0
54;0;"adeoluwa";54;100;0
6;0;"adeon";6;100;0
0;193;"ader";193;0;100
0;10;"adera";10;0;100
6;0;"aderemi";6;100;0
0;30;"aderinsola";30;0;100
0;5;"adero";5;0;100
0;23;"aderonke";23;0;100
0;34;"aderyn";34;0;100
0;12;"adesewa";12;0;100
23;0;"adesh";23;100;0
0;5;"adesha";5;0;100
0;5;"adesina";5;0;100
0;5;"adesire";5;0;100
0;21;"adesola";21;0;100
0;349;"adessa";349;0;100
0;109;"adesuwa";109;0;100
12;0;"adetayo";12;100;0
90;5;"adetokunbo";95;94.7368421052632;5.26315789473684
5;0;"adetola";5;100;0
0;5;"adeva";5;0;100
150;0;"adewale";150;100;0
0;7;"adey";7;0;100
109;0;"adeyemi";109;100;0
5;5;"adeyinka";10;50;50
92;0;"adger";92;100;0
5;7;"adgie";12;41.6666666666667;58.3333333333333
693;0;"adham";693;100;0
0;34;"adhara";34;0;100
16;0;"adharsh";16;100;0
9;0;"adharv";9;100;0
35;0;"adhav";35;100;0
5;0;"adheesh";5;100;0
11;0;"adhem";11;100;0
36;0;"adhemar";36;100;0
0;89;"adhira";89;0;100
18;0;"adhiraj";18;100;0
0;37;"adhithi";37;0;100
6;0;"adhithya";6;100;0
12;0;"adhitya";12;100;0
0;7;"adhley";7;0;100
198;0;"adhrit";198;100;0
31;0;"adhrith";31;100;0
33;0;"adhvaith";33;100;0
190;0;"adhvik";190;100;0
0;29;"adhvika";29;0;100
0;269;"adhya";269;0;100
11;0;"adhyan";11;100;0
530;754;"adi";1284;41.2772585669782;58.7227414330218
0;2641;"adia";2641;0;100
0;125;"adiah";125;0;100
0;18;"adiam";18;0;100
1011;0;"adian";1011;100;0
0;292;"adiana";292;0;100
0;6;"adianey";6;0;100
0;58;"adianez";58;0;100
0;212;"adianna";212;0;100
206;0;"adib";206;100;0
0;124;"adiba";124;0;100
16;0;"adidas";16;100;0
16;156;"adie";172;9.30232558139535;90.6976744186046
1463;93;"adiel";1556;94.0231362467866;5.97686375321337
0;29;"adiela";29;0;100
0;43;"adiella";43;0;100
0;10;"adielle";10;0;100
388;0;"adien";388;100;0
0;6;"adijah";6;0;100
13;0;"adika";13;100;0
5;0;"adikus";5;100;0
1189;0;"adil";1189;100;0
0;46;"adila";46;0;100
0;24;"adilah";24;0;100
0;189;"adilee";189;0;100
0;31;"adileigh";31;0;100
0;61;"adilen";61;0;100
0;32;"adilena";32;0;100
7;5122;"adilene";5129;0.136478845778904;99.8635211542211
0;52;"adileni";52;0;100
0;158;"adilenne";158;0;100
0;60;"adileny";60;0;100
0;17;"adiley";17;0;100
0;20;"adilia";20;0;100
0;21;"adiline";21;0;100
56;0;"adilson";56;100;0
0;1625;"adilyn";1625;0;100
0;42;"adilyne";42;0;100
0;1731;"adilynn";1731;0;100
0;93;"adilynne";93;0;100
2675;86;"adin";2761;96.8851865266208;3.11481347337921
0;6005;"adina";6005;0;100
0;47;"adinah";47;0;100
0;270;"adine";270;0;100
171;0;"adir";171;100;0
0;481;"adira";481;0;100
0;5;"adirah";5;0;100
222;12;"adis";234;94.8717948717949;5.12820512820513
64;89;"adisa";153;41.8300653594771;58.1699346405229
0;179;"adisen";179;0;100
6;0;"adish";6;100;0
627;3021;"adison";3648;17.1875;82.8125
5;81;"adisson";86;5.81395348837209;94.1860465116279
0;1018;"adisyn";1018;0;100
0;73;"adisynn";73;0;100
0;50;"adisynne";50;0;100
264;0;"adit";264;100;0
103;0;"adith";103;100;0
0;330;"adithi";330;0;100
0;17;"adithri";17;0;100
515;0;"adithya";515;100;0
0;2930;"aditi";2930;0;100
0;139;"aditri";139;0;100
4520;5;"aditya";4525;99.8895027624309;0.110497237569061
20;0;"adiv";20;100;0
0;83;"adiva";83;0;100
0;153;"adiya";153;0;100
0;48;"adiyah";48;0;100
25;0;"adiyan";25;100;0
0;149;"adja";149;0;100
0;5;"adji";5;0;100
0;98;"adjoa";98;0;100
0;5;"adjua";5;0;100
457;56;"adlai";513;89.083820662768;10.916179337232
5;0;"adlan";5;100;0
5;0;"adlar";5;100;0
0;5;"adlea";5;0;100
0;138;"adlean";138;0;100
0;534;"adlee";534;0;100
0;7;"adlei";7;0;100
0;722;"adleigh";722;0;100
0;21;"adlemi";21;0;100
0;23;"adlen";23;0;100
0;42;"adlena";42;0;100
0;177;"adlene";177;0;100
1710;181;"adler";1891;90.4283447911158;9.57165520888419
331;1976;"adley";2307;14.3476376246207;85.6523623753793
11;0;"adlia";11;100;0
0;36;"adlie";36;0;100
0;20;"adlih";20;0;100
0;54;"adlin";54;0;100
0;5;"adlina";5;0;100
0;993;"adline";993;0;100
0;19;"adly";19;0;100
0;135;"adlyn";135;0;100
0;74;"adlynn";74;0;100
23;0;"adma";23;100;0
184;0;"admir";184;100;0
217;0;"admiral";217;100;0
5;58;"admire";63;7.93650793650794;92.0634920634921
0;5;"adn";5;0;100
12;390;"adna";402;2.98507462686567;97.0149253731343
49;0;"adnaan";49;100;0
2099;0;"adnan";2099;100;0
5;0;"adnel";5;100;0
12;0;"adner";12;100;0
10;0;"adniel";10;100;0
0;5;"adnrea";5;0;100
39;0;"adnrew";39;100;0
26;0;"ado";26;100;0
1326;0;"adolf";1326;100;0
15256;10;"adolfo";15266;99.9344949561116;0.0655050438883794
0;11;"adoline";11;0;100
16772;20;"adolph";16792;99.8808956646022;0.119104335397808
0;5;"adolpha";5;0;100
295;0;"adolphe";295;100;0
0;13;"adolphine";13;0;100
227;0;"adolpho";227;100;0
3729;0;"adolphus";3729;100;0
159;0;"adom";159;100;0
6;0;"adomas";6;100;0
691;0;"adon";691;100;0
0;35;"adona";35;0;100
600;162;"adonai";762;78.740157480315;21.259842519685
334;0;"adonay";334;100;0
0;5;"adoncia";5;0;100
5;0;"adones";5;100;0
85;0;"adoni";85;100;0
0;321;"adonia";321;0;100
35;20;"adoniah";55;63.6363636363636;36.3636363636364
137;0;"adonias";137;100;0
0;381;"adonica";381;0;100
358;26;"adonijah";384;93.2291666666667;6.77083333333333
31;0;"adoniram";31;100;0
8010;77;"adonis";8087;99.047854581427;0.952145418573018
6;0;"adoniyah";6;100;0
5;0;"adoniz";5;100;0
0;623;"adonna";623;0;100
374;0;"adonnis";374;100;0
7;0;"adontae";7;100;0
172;0;"adonte";172;100;0
70;0;"adonus";70;100;0
16;0;"adony";16;100;0
0;14;"adonya";14;0;100
133;0;"adonys";133;100;0
0;5;"ador";5;0;100
0;1623;"adora";1623;0;100
0;27;"adorabella";27;0;100
0;10;"adorable";10;0;100
0;5;"adorae";5;0;100
0;21;"adorah";21;0;100
6;0;"adoraim";6;100;0
19;214;"adore";233;8.15450643776824;91.8454935622318
0;33;"adoree";33;0;100
0;92;"adoria";92;0;100
85;0;"adorian";85;100;0
6;0;"adorion";6;100;0
0;5;"adorn";5;0;100
0;562;"adra";562;0;100
4143;569;"adrain";4712;87.9244482173175;12.0755517826825
5;218;"adraine";223;2.24215246636771;97.7578475336323
0;13;"adrainne";13;0;100
36;0;"adran";36;100;0
0;23;"adraya";23;0;100
6;0;"adre";6;100;0
0;720;"adrea";720;0;100
0;58;"adream";58;0;100
726;410;"adrean";1136;63.9084507042254;36.0915492957746
0;921;"adreana";921;0;100
0;7;"adreann";7;0;100
0;1525;"adreanna";1525;0;100
0;109;"adreanne";109;0;100
0;5;"adreauna";5;0;100
0;26;"adree";26;0;100
0;103;"adreena";103;0;100
21;0;"adreian";21;100;0
51;0;"adrein";51;100;0
0;11;"adreina";11;0;100
0;15;"adreinne";15;0;100
5;0;"adrell";5;100;0
348;0;"adren";348;100;0
0;498;"adrena";498;0;100
0;46;"adrene";46;0;100
35;0;"adreon";35;100;0
0;106;"adreona";106;0;100
0;176;"adreonna";176;0;100
31;0;"adrew";31;100;0
0;5;"adrey";5;0;100
97;0;"adreyan";97;100;0
0;5;"adreyona";5;0;100
20;172;"adri";192;10.4166666666667;89.5833333333333
7;5935;"adria";5942;0.117805452709525;99.8821945472905
77;0;"adriaan";77;100;0
0;47;"adriah";47;0;100
0;74;"adriahna";74;0;100
25;0;"adrial";25;100;0
0;8;"adrialis";8;0;100
0;16;"adrialys";16;0;100
5;0;"adriam";5;100;0
224595;15065;"adrian";239660;93.7140115163148;6.28598848368522
399;86445;"adriana";86844;0.459444521210446;99.5405554787895
0;232;"adrianah";232;0;100
274;6074;"adriane";6348;4.31632010081916;95.6836798991808
11;0;"adrianjames";11;100;0
104;933;"adriann";1037;10.0289296046287;89.9710703953713
18;43557;"adrianna";43575;0.0413080895008606;99.9586919104991
0;282;"adriannah";282;0;100
31;13031;"adrianne";13062;0.237329658551523;99.7626703414485
8;0;"adrianno";8;100;0
0;21;"adrianny";21;0;100
1982;0;"adriano";1982;100;0
7;0;"adrianpaul";7;100;0
0;248;"adriauna";248;0;100
0;53;"adriaunna";53;0;100
365;0;"adric";365;100;0
172;0;"adrick";172;100;0
0;210;"adrie";210;0;100
18;0;"adriean";18;100;0
0;121;"adrieana";121;0;100
0;363;"adrieanna";363;0;100
0;16;"adrieanne";16;0;100
10242;748;"adriel";10990;93.1938125568699;6.80618744313012
0;18;"adriela";18;0;100
58;0;"adriell";58;100;0
0;87;"adriella";87;0;100
0;747;"adrielle";747;0;100
7819;1359;"adrien";9178;85.1928524733057;14.8071475266943
0;135;"adriena";135;0;100
61;2360;"adriene";2421;2.51961999173895;97.4803800082611
7;27;"adrienn";34;20.5882352941176;79.4117647058823
0;788;"adrienna";788;0;100
382;66332;"adrienne";66714;0.572593458644363;99.4274065413556
0;5;"adriennie";5;0;100
0;5;"adrieonna";5;0;100
0;5;"adrihana";5;0;100
0;22;"adrihanna";22;0;100
0;35;"adrija";35;0;100
0;63;"adrijana";63;0;100
378;0;"adrik";378;100;0
0;25;"adrika";25;0;100
349;12;"adrin";361;96.6759002770083;3.32409972299169
0;1413;"adrina";1413;0;100
5;64;"adrine";69;7.2463768115942;92.7536231884058
0;34;"adrinna";34;0;100
0;66;"adrinne";66;0;100
694;0;"adrion";694;100;0
0;290;"adriona";290;0;100
0;861;"adrionna";861;0;100
10;0;"adris";10;100;0
0;49;"adrita";49;0;100
13;0;"adrith";13;100;0
0;5;"adriunna";5;0;100
19;0;"adrius";19;100;0
37;0;"adriyan";37;100;0
0;169;"adriyana";169;0;100
0;194;"adriyanna";194;0;100
22;0;"adriyel";22;100;0
1094;0;"adron";1094;100;0
0;5;"adry";5;0;100
1004;162;"adryan";1166;86.106346483705;13.893653516295
0;498;"adryana";498;0;100
0;5;"adryanah";5;0;100
0;5;"adryann";5;0;100
0;634;"adryanna";634;0;100
0;5;"adryauna";5;0;100
82;0;"adryel";82;100;0
84;0;"adryen";84;100;0
5;0;"adryian";5;100;0
26;6;"adryn";32;81.25;18.75
15;0;"adryon";15;100;0
0;5;"adryonna";5;0;100
5;0;"adulfo";5;100;0
0;38;"adut";38;0;100
374;0;"advait";374;100;0
0;34;"advaita";34;0;100
501;0;"advaith";501;100;0
330;0;"advay";330;100;0
574;0;"advik";574;100;0
0;373;"advika";373;0;100
46;0;"advit";46;100;0
0;36;"advita";36;0;100
71;0;"advith";71;100;0
0;23;"advitha";23;0;100
10;0;"adwaith";10;100;0
45;0;"adwin";45;100;0
5;0;"adwit";5;100;0
0;59;"adwita";59;0;100
0;5;"adwitiya";5;0;100
0;177;"adwoa";177;0;100
0;129;"ady";129;0;100
0;250;"adya";250;0;100
6;0;"adyaan";6;100;0
330;0;"adyan";330;100;0
0;11;"adyanna";11;0;100
21;0;"adyant";21;100;0
82;0;"adyen";82;100;0
0;28;"adylan";28;0;100
0;54;"adylee";54;0;100
0;6;"adyleigh";6;0;100
