first_name,last_name,count,prob_male_census,guess_census,guess_gender_guesser,human_check_necessary,final_gender,Names remaining: 2
Alf,Lüdtke,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alf+Lüdtke+history
Alfred,Dufour,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred+Dufour+history
Alfred,Hunt,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred+Hunt+history
Alfred,Levin,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred+Levin+history
Alfred A.,Cave,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred A.+Cave+history
Alfred C.,Mierzejewski,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred C.+Mierzejewski+history
Alfred D.,Sander,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred D.+Sander+history
Alfred E.,Eckes,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred E.+Eckes+history
Alfred G.,Frei,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred G.+Frei+history
Alfred H.,Kelly,3,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred H.+Kelly+history
Alfred J.,Rieber,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred J.+Rieber+history
Alfred Owen,Aldridge,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred Owen+Aldridge+history
Alfred W.,Crosby,4,99% male,male,male,FALSE,male,https://www.google.com/search?q=Alfred W.+Crosby+history
Alistair,Thomson,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alistair+Thomson+history
Allan,Christelow,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Christelow+history
Allan,Greer,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Greer+history
Allan,Megill,5,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Megill+history
Allan,Mitchell,5,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Mitchell+history
Allan,Nevins,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Nevins+history
Allan,Peskin,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan+Peskin+history
Allan G.,Bogue,6,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan G.+Bogue+history
Allan H.,Kittell,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan H.+Kittell+history
Allan H.,Smith,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan H.+Smith+history
Allan J.,Lichtman,4,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan J.+Lichtman+history
Allan M.,Winkler,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan M.+Winkler+history
Allan N.,Sharlin,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan N.+Sharlin+history
Allan R.,Buss,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Allan R.+Buss+history
Allen,Guttmann,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+Guttmann+history
Allen,Hunter,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+Hunter+history
Allen,Isaacman,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+Isaacman+history
Allen,McConnell,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+McConnell+history
Allen,Steinberg,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+Steinberg+history
Allen,Weinstein,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen+Weinstein+history
Allen C.,Guelzo,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen C.+Guelzo+history
Allen F.,Davis,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen F.+Davis+history
Allen J.,Going,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen J.+Going+history
Allen L.,Woll,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen L.+Woll+history
Allen M.,Wakstein,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen M.+Wakstein+history
Allen R.,Newman,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen R.+Newman+history
Allen W.,Trelease,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Allen W.+Trelease+history
Alon,Confino,2,98% male,male,male,FALSE,male,https://www.google.com/search?q=Alon+Confino+history
Alonso,Peña,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alonso+Peña+history
Alonzo L.,Hamby,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alonzo L.+Hamby+history
Alpheus Thomas,Mason,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alpheus Thomas+Mason+history
Alvar W.,Carlson,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alvar W.+Carlson+history
Alyosha,Goldstein,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Alyosha+Goldstein+history
Amir,Weiner,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Amir+Weiner+history
Amos,Goldberg,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Amos+Goldberg+history
Amos,Megged,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Amos+Megged+history
Amos,Perlmutter,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Amos+Perlmutter+history
Amos E.,Simpson,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Amos E.+Simpson+history
Anand A.,Yang,5,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anand A.+Yang+history
Anatole G.,Mazour,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anatole G.+Mazour+history
Anatoly M.,Khazanov,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anatoly M.+Khazanov+history
Ander,Delgado,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Ander+Delgado+history
Anders,Schinkel,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anders+Schinkel+history
Andre,Bareau,1,98% male,male,male,FALSE,male,https://www.google.com/search?q=Andre+Bareau+history
Andre,Burguiere,1,98% male,male,male,FALSE,male,https://www.google.com/search?q=Andre+Burguiere+history
Andre,du Toit,1,98% male,male,male,FALSE,male,https://www.google.com/search?q=Andre+du Toit+history
Andre,Thevet,1,98% male,male,male,FALSE,male,https://www.google.com/search?q=Andre+Thevet+history
Andre Gunder,Frank,3,98% male,male,male,FALSE,male,https://www.google.com/search?q=Andre Gunder+Frank+history
Andreas,Dorpalen,5,99% male,male,male,FALSE,male,https://www.google.com/search?q=Andreas+Dorpalen+history
Andreas,Hess,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Andreas+Hess+history
Andreas,Wimmer,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Andreas+Wimmer+history
Andrejs,Plakans,5,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrejs+Plakans+history
Andrew,Abbott,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Abbott+history
Andrew,Apter,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Apter+history
Andrew,Beards,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Beards+history
Andrew,Bickford,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Bickford+history
Andrew,Blaikie,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Blaikie+history
Andrew,Curran,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Curran+history
Andrew,Davies,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Davies+history
Andrew,Downes,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Downes+history
Andrew,Fitzmaurice,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Fitzmaurice+history
Andrew,Flinn,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Flinn+history
Andrew,Gyory,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Gyory+history
Andrew,Hunt,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Hunt+history
Andrew,Hurley,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Hurley+history
Andrew,Lees,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Lees+history
Andrew,Linklater,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Linklater+history
Andrew,Morris,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Morris+history
Andrew,Piper,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Piper+history
Andrew,Rossos,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Rossos+history
Andrew,Sartori,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Sartori+history
Andrew,Shryock,3,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Shryock+history
Andrew,Strathern,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Strathern+history
Andrew,Wiese,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Wiese+history
Andrew,Wiget,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Wiget+history
Andrew,Zimmerman,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew+Zimmerman+history
Andrew B.,Appleby,3,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew B.+Appleby+history
Andrew B.,Kipnis,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew B.+Kipnis+history
Andrew C.,Hess,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew C.+Hess+history
Andrew E.,Barnes,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew E.+Barnes+history
Andrew F.,Rolle,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew F.+Rolle+history
Andrew J.,Abalahin,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew J.+Abalahin+history
Andrew J.,Rotter,3,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew J.+Rotter+history
Andrew J.,Shryock,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew J.+Shryock+history
Andrew Kerim,Arsan,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew Kerim+Arsan+history
Andrew M.,Schocket,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew M.+Schocket+history
Andrew O.,Wiget,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew O.+Wiget+history
Andrew P.,Norman,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew P.+Norman+history
Andrew P.,Vayda,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew P.+Vayda+history
Andrew R.,Heinze,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew R.+Heinze+history
Andrew R. L.,Cayton,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew R. L.+Cayton+history
Andrew S.,Walsh,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew S.+Walsh+history
Andrew W.,Kahrl,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew W.+Kahrl+history
Andrew W.,Lewis,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew W.+Lewis+history
Andrew W.,Robertson,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew W.+Robertson+history
Andrew Wender,Cohen,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrew Wender+Cohen+history
Andrey,Zorin,1,96% male,male,male,FALSE,male,https://www.google.com/search?q=Andrey+Zorin+history
Andrus,Pork,3,100% male,male,male,FALSE,male,https://www.google.com/search?q=Andrus+Pork+history
Andy,Wood,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Andy+Wood+history
Angus,McLaren,6,100% male,male,male,FALSE,male,https://www.google.com/search?q=Angus+McLaren+history
Anthony,Adamthwaite,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Adamthwaite+history
Anthony,Crubaugh,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Crubaugh+history
Anthony,Fernandez,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Fernandez+history
Anthony,Garvan,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Garvan+history
Anthony,Grafton,4,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Grafton+history
Anthony,Molho,5,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Molho+history
Anthony,Oberschall,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Oberschall+history
Anthony,Pagden,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Pagden+history
Anthony,Steel,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Steel+history
Anthony,Stocks,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Stocks+history
Anthony,Varley,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Varley+history
Anthony,Winson,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony+Winson+history
Anthony E.,Broadman,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony E.+Broadman+history
Anthony F. C.,Wallace,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony F. C.+Wallace+history
Anthony H.,Galt,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony H.+Galt+history
Anthony J.,La Vopa,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony J.+La Vopa+history
Anthony J.,LaVopa,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony J.+LaVopa+history
Anthony M.,Stevens-Arroyo,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony M.+Stevens-Arroyo+history
Anthony S.,Chen,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony S.+Chen+history
Anthony T.,Grafton,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anthony T.+Grafton+history
Antoine,de Baecque,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Antoine+de Baecque+history
Antoine,Schnapper,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Antoine+Schnapper+history
Anton,Blok,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anton+Blok+history
Anton,Froeyman,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anton+Froeyman+history
Anton,Schindling,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Anton+Schindling+history
Antonio,Marongiu,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Antonio+Marongiu+history
Aram A.,Yengoyan,3,99% male,male,male,FALSE,male,https://www.google.com/search?q=Aram A.+Yengoyan+history
Archibald R.,Lewis,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Archibald R.+Lewis+history
Arif,Dirlik,3,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arif+Dirlik+history
Aristide R.,Zolberg,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Aristide R.+Zolberg+history
Arjun,Appadurai,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arjun+Appadurai+history
Arnaldo,Momigliano,7,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arnaldo+Momigliano+history
Arnaldo,Testi,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arnaldo+Testi+history
Arno J.,Mayer,2,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arno J.+Mayer+history
Arno W. F.,Kolz,1,100% male,male,male,FALSE,male,https://www.google.com/search?q=Arno W. F.+Kolz+history
Arnold,Blumberg,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold+Blumberg+history
Arnold,Thackray,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold+Thackray+history
Arnold A.,Offner,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold A.+Offner+history
Arnold A.,Rogow,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold A.+Rogow+history
Arnold A.,Sio,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold A.+Sio+history
Arnold J.,Bauer,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold J.+Bauer+history
Arnold R.,Hirsch,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold R.+Hirsch+history
Arnold R.,Pilling,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arnold R.+Pilling+history
Arthur,Bestor,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Bestor+history
Arthur,Davies,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Davies+history
Arthur,Mann,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Mann+history
Arthur,Marder,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Marder+history
Arthur,Marsden,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Marsden+history
Arthur,Marwick,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Marwick+history
Arthur,Mitzman,3,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Mitzman+history
Arthur,Scherr,3,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Scherr+history
Arthur,Schlesinger,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Schlesinger+history
Arthur,Schweitzer,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Schweitzer+history
Arthur,Steinberg,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Steinberg+history
Arthur,Waldron,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur+Waldron+history
Arthur A.,Hansen,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur A.+Hansen+history
Arthur C.,Danto,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur C.+Danto+history
Arthur E.,Bestor,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur E.+Bestor+history
Arthur E.,Imhof,2,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur E.+Imhof+history
Arthur F.,Wright,1,99% male,male,male,FALSE,male,https://www.google.com/search?q=Arthur F.+Wright+history
