,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
17535,"ambros,_barbara:0","Ambros, Barbara",,,female,5,female,5,female,5,0,0,0,,,
17536,"kamensky,_jane_neill:0","Kamensky, Jane Neill",,,female,5,female,5,female,5,0,0,0,,,
17537,"stout,_timothy_christian:0","Stout, Timothy Christian",,,male,1,male,1,male,1,0,0,0,,,
17538,"class,_james_n.:0","Class, James N.",,,male,1,male,1,male,1,0,0,0,,,
17539,"marchione,_william_philip:0","Marchione, William Philip",,,male,1,male,1,male,1,0,0,0,,,
17540,"westcott,_stephanie:0","Westcott, Stephanie",,,female,5,female,5,female,5,0,0,0,,,
17541,"argyros,_leonidas:0","Argyros, Leonidas",,,male,1,andy,3,male,1,2,0,2,,,
17542,"fischer,_fritz:0","Fischer, Fritz",,,male,1,andy,3,male,1,2,0,2,,,
17543,"schlitz,_marilyn_jean:0","Schlitz, Marilyn Jean",,,female,5,female,5,female,5,0,0,0,,,
17544,"kamerick,_sheila_catherine:0","Kamerick, Sheila Catherine",,,female,5,female,5,female,5,0,0,0,,,
17545,"barry,_stephen_john:0","Barry, Stephen John",,,male,1,male,1,male,1,0,0,0,,,
17546,"mason,_cathy_diane:0","Mason, Cathy Diane",,,female,5,female,5,female,5,0,0,0,,,
17547,"thompson,_peter_john:0","Thompson, Peter John",,,male,1,male,1,male,1,0,0,0,,,
17548,"hartman,_andrew:0","Hartman, Andrew",,,male,1,male,1,male,1,0,0,0,,,
17549,"diaz-cotto,_juanita_a.:0","Diaz Cotto, Juanita A.",,,female,5,female,5,female,5,0,0,0,,,
17550,"allen,_wayne_a.:0","Allen, Wayne A.",,,male,1,male,1,male,1,0,0,0,,,
17551,"rios,_fernando_emilio:0","Rios, Fernando Emilio",,,male,1,andy,3,male,1,2,0,2,,,
17552,"hart,_emma_frances_katherine:0","Hart, Emma Frances Katherine",,,female,5,female,5,female,5,0,0,0,,,
17553,"taffet,_jeffrey_f.:0","Taffet, Jeffrey F.",,,male,1,male,1,male,1,0,0,0,,,
17554,"lacy,_lisa_mccracken:0","Lacy, Lisa Mccracken",,,female,5,female,5,female,5,0,0,0,,,
17555,"earenfight,_theresa_marie:0","Earenfight, Theresa Marie",,,female,5,female,5,female,5,0,0,0,,,
17556,"mackey,_barbara_jane:0","Mackey, Barbara Jane",,,female,5,female,5,female,5,0,0,0,,,
17557,"white,_derrick_edward:0","White, Derrick Edward",,,male,1,male,1,male,1,0,0,0,,,
17558,"peck,_stephen_madry,_jr.:0","Peck, Stephen Madry, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17559,"sarris,_jonathan_dean:0","Sarris, Jonathan Dean",,,male,1,male,1,male,1,0,0,0,,,
17560,"goda,_norman_jacob_william:0","Goda, Norman Jacob William",,,male,1,male,1,male,1,0,0,0,,,
17561,"dawson,_matthew_quintin:0","Dawson, Matthew Quintin",,,male,1,male,1,male,1,0,0,0,,,
17562,"van_zoeren,_steven_jay:0","Van Zoeren, Steven Jay",,,male,1,male,1,male,1,0,0,0,,,
17563,"beilein,_joseph_m.,_jr.:0","Beilein, Joseph M., Jr.",,,male,1,male,1,male,1,0,0,0,,,
17564,"janet,_richard_joseph:0","Janet, Richard Joseph",,,male,1,male,1,male,1,0,0,0,,,
17565,"schutz,_john_christopher:0","Schutz, John Christopher",,,male,1,male,1,male,1,0,0,0,,,
17566,"lubar,_steven_david:0","Lubar, Steven David",,,male,1,male,1,male,1,0,0,0,,,
17567,"bellitto,_christopher_m.:0","Bellitto, Christopher M.",,,male,1,male,1,male,1,0,0,0,,,
17569,"glassman,_jonathon_philip:0","Glassman, Jonathon Philip",,,male,1,male,1,male,1,0,0,0,,,
17570,"hogg,_robert_frederick:0","Hogg, Robert Frederick",,,male,1,male,1,male,1,0,0,0,,,
17571,"marks,_edward_h.:0","Marks, Edward H.",,,male,1,male,1,male,1,0,0,0,,,
17572,"davis,_stephen_john:0","Davis, Stephen John",,,male,1,male,1,male,1,0,0,0,,,
17573,"greenberg,_daniel_joseph:0","Greenberg, Daniel Joseph",,,male,1,male,1,male,1,0,0,0,,,
17574,"tomblin,_barbara_b.:0","Tomblin, Barbara B.",,,female,5,female,5,female,5,0,0,0,,,
17575,"ascheman,_thomas_j.:0","Ascheman, Thomas J.",,,male,1,male,1,male,1,0,0,0,,,
17576,"kimball,_gregg_david:0","Kimball, Gregg David",,,male,1,male,1,male,1,0,0,0,,,
17577,"holzer,_linda_ruth:0","Holzer, Linda Ruth",,,female,5,female,5,female,5,0,0,0,,,
17578,"buck,_david_r.:0","Buck, David R.",,,male,1,male,1,male,1,0,0,0,,,
17579,"moody,_jennifer_joy:0","Moody, Jennifer Joy",,,female,5,female,5,female,5,0,0,0,,,
17580,"hardwick,_julie:0","Hardwick, Julie",,,female,5,female,5,female,5,0,0,0,,,
17581,"izard,_holly_v.:0","Izard, Holly V.",,,female,5,female,5,female,5,0,0,0,,,
17582,"sanua,_marianne_rachel:0","Sanua, Marianne Rachel",,,female,5,female,5,female,5,0,0,0,,,
17583,"wilson,_carlton_eugene:0","Wilson, Carlton Eugene",,,male,1,male,1,male,1,0,0,0,,,
17584,"sacca,_john_wands:0","Sacca, John Wands",,,male,1,male,1,male,1,0,0,0,,,
17585,"brookman,_william_robert:0","Brookman, William Robert",,,male,1,male,1,male,1,0,0,0,,,
17587,"clark,_nancy_l.:0","Clark, Nancy L.",,,female,5,female,5,female,5,0,0,0,,,
17588,"garrison,_james_wesley:0","Garrison, James Wesley",,,male,1,male,1,male,1,0,0,0,,,
17589,"hill,_christopher_vaughan:0","Hill, Christopher Vaughan",,,male,1,male,1,male,1,0,0,0,,,
17590,"hayes-steuck,_rebecca_kathern:0","Hayes Steuck, Rebecca Kathern",,,female,5,female,5,female,5,0,0,0,,,
17591,"gauderman,_kimberly_anne:0","Gauderman, Kimberly Anne",,,female,5,mostly_female,4,female,5,1,0,1,,,
17592,"jackson,_robert_howard:1","Jackson, Robert Howard",,,male,1,male,1,male,1,0,0,0,,,
17593,"berman,_lila_corwin:0","Berman, Lila Corwin",,,female,5,female,5,female,5,0,0,0,,,
17594,"boyer,_larry_m.:0","Boyer, Larry M.",,,male,1,male,1,male,1,0,0,0,,,
17595,"elliott,_eric_edmund:0","Elliott, Eric Edmund",,,male,1,male,1,male,1,0,0,0,,,
17596,"mcmichael,_robert_kenneth:0","Mcmichael, Robert Kenneth",,,male,1,male,1,male,1,0,0,0,,,
17597,"doron,_michael_e.:0","Doron, Michael E.",,,male,1,male,1,male,1,0,0,0,,,
17598,"vollmer,_rebecca:0","Vollmer, Rebecca",,,female,5,female,5,female,5,0,0,0,,,
17599,"lacasa,_laura_noble:0","Lacasa, Laura Noble",,,female,5,female,5,female,5,0,0,0,,,
17600,"anderson,_carolyn_ruth:0","Anderson, Carolyn Ruth",,,female,5,female,5,female,5,0,0,0,,,
17601,"livingston,_eric:0","Livingston, Eric",,,male,1,male,1,male,1,0,0,0,,,
17602,"riasanovsky,_maria_nicole:0","Riasanovsky, Maria Nicole",,,female,5,female,5,female,5,0,0,0,,,
17603,"yoder,_martha:0","Yoder, Martha",,,female,5,female,5,female,5,0,0,0,,,
17604,"nenno,_beverly_hausser:0","Nenno, Beverly Hausser",,,female,5,female,5,female,5,0,0,0,,,
17605,"fancy,_hussein_anwar:0","Fancy, Hussein Anwar",,,male,1,andy,3,male,1,2,0,2,,,
17606,"leonard,_raymond_w.:0","Leonard, Raymond W.",,,male,1,male,1,male,1,0,0,0,,,
17608,"beals,_polly_a.:0","Beals, Polly A.",,,female,5,female,5,female,5,0,0,0,,,
17609,"geidel,_peter:0","Geidel, Peter",,,male,1,male,1,male,1,0,0,0,,,
17610,"harline,_craig_edward:0","Harline, Craig Edward",,,male,1,male,1,male,1,0,0,0,,,
17611,"roche,_thomas_paul:0","Roche, Thomas Paul",,,male,1,male,1,male,1,0,0,0,,,
17612,"chiola,_richard_lee:0","Chiola, Richard Lee",,,male,1,male,1,male,1,0,0,0,,,
17613,"braude,_ann_deborah:0","Braude, Ann Deborah",,,female,5,female,5,female,5,0,0,0,,,
17614,"searle,_thomas_r.:0","Searle, Thomas R.",,,male,1,male,1,male,1,0,0,0,,,
17615,"shaw,_jane_alison:0","Shaw, Jane Alison",,,female,5,female,5,female,5,0,0,0,,,
17616,"gentry,_james_robert:0","Gentry, James Robert",,,male,1,male,1,male,1,0,0,0,,,
17617,"negroponte,_diana_villiers:0","Negroponte, Diana Villiers",,,female,5,female,5,female,5,0,0,0,,,
17618,"shiman,_philip_lewis:0","Shiman, Philip Lewis",,,male,1,male,1,male,1,0,0,0,,,
17619,"mauter,_wendell_ross:0","Mauter, Wendell Ross",,,male,1,male,1,male,1,0,0,0,,,
17620,"brindley,_erica_anne:0","Brindley, Erica Anne",,,female,5,female,5,female,5,0,0,0,,,
17621,"simon,_jonathan:1","Simon, Jonathan",,,male,1,male,1,male,1,0,0,0,,,
17622,"stargardter,_steven_allen:0","Stargardter, Steven Allen",,,male,1,male,1,male,1,0,0,0,,,
17623,"trotter,_ben_scott:0","Trotter, Ben Scott",,,male,1,male,1,male,1,0,0,0,,,
17624,"devine,_jerry_wayne:0","Devine, Jerry Wayne",,,male,1,mostly_male,2,male,1,1,0,1,,,
17625,"shambaugh,_david_leigh:0","Shambaugh, David Leigh",,,male,1,male,1,male,1,0,0,0,,,
17626,"vidas,_marina:0","Vidas, Marina",,,female,5,andy,3,female,5,2,0,2,,,
17627,"grigas,_carol_scally:0","Grigas, Carol Scally",,,female,5,mostly_female,4,female,5,1,0,1,,,
17628,"mandel,_joseph_gregory:0","Mandel, Joseph Gregory",,,male,1,male,1,male,1,0,0,0,,,
17629,"thompson,_gregory_john:0","Thompson, Gregory John",,,male,1,male,1,male,1,0,0,0,,,
17630,"lord,_frances_herman:0","Lord, Frances Herman",,,female,5,female,5,female,5,0,0,0,,,
17631,"fish_kashay,_jennifer_lynn:0","Fish Kashay, Jennifer Lynn",,,female,5,female,5,female,5,0,0,0,,,
17632,"sprunger,_michael_l.:0","Sprunger, Michael L.",,,male,1,male,1,male,1,0,0,0,,,
17633,"hunt,_james_logan:0","Hunt, James Logan",,,male,1,male,1,male,1,0,0,0,,,
17634,"winiarski,_douglas_leo:0","Winiarski, Douglas Leo",,,male,1,male,1,male,1,0,0,0,,,
17635,"mayer,_eric_allen:0","Mayer, Eric Allen",,,male,1,male,1,male,1,0,0,0,,,
17636,"burke,_katherine_strange:0","Burke, Katherine Strange",,,female,5,female,5,female,5,0,0,0,,,
17637,"frary,_lucien_j.:0","Frary, Lucien J.",,,male,1,andy,3,male,1,2,0,2,,,
17638,"lafleur,_renee_a.:0","Lafleur, Renee A.",,,female,5,female,5,female,5,0,0,0,,,
17639,"tsahor,_dan:0","Tsahor, Dan",,,male,1,male,1,male,1,0,0,0,,,
17640,"rossman,_jeffrey_john:0","Rossman, Jeffrey John",,,male,1,male,1,male,1,0,0,0,,,
17641,"winer,_margot_ruth:0","Winer, Margot Ruth",,,female,5,andy,3,female,5,2,0,2,,,
17642,"sexton,_elizabeth_ann:0","Sexton, Elizabeth Ann",,,female,5,female,5,female,5,0,0,0,,,
17644,"rothenberg,_florie:0","Rothenberg, Florie",,,female,5,andy,3,female,5,2,0,2,,,
17645,"tatman,_arthur_t.:0","Tatman, Arthur T.",,,male,1,male,1,male,1,0,0,0,,,
17646,"taylor,_melissa_jane:0","Taylor, Melissa Jane",,,female,5,female,5,female,5,0,0,0,,,
17647,"hettle,_wallace_allen,_jr.:0","Hettle, Wallace Allen, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17648,"donson,_andrew_c.:0","Donson, Andrew C.",,,male,1,male,1,male,1,0,0,0,,,
17649,"starratt,_priscilla_ellen:0","Starratt, Priscilla Ellen",,,female,5,female,5,female,5,0,0,0,,,
17650,"dahlin,_michel_robin:0","Dahlin, Michel Robin",,,male,1,andy,3,male,1,2,0,2,,,
17651,"espinoza,_grover_antonio:0","Espinoza, Grover Antonio",,,male,1,male,1,male,1,0,0,0,,,
17652,"lorge,_peter_allan:0","Lorge, Peter Allan",,,male,1,male,1,male,1,0,0,0,,,
17653,"byers,_gertrude_c.:0","Byers, Gertrude C.",,,female,5,female,5,female,5,0,0,0,,,
17655,"kelter,_irving_alan:0","Kelter, Irving Alan",,,male,1,male,1,male,1,0,0,0,,,
17657,"flemma,_thomas_james:0","Flemma, Thomas James",,,male,1,male,1,male,1,0,0,0,,,
17658,"keyes,_jonathan_j.:0","Keyes, Jonathan J.",,,male,1,male,1,male,1,0,0,0,,,
17659,"rogers,_clifford_jeffrey:0","Rogers, Clifford Jeffrey",,,male,1,male,1,male,1,0,0,0,,,
17660,"sparrow,_james_terence:0","Sparrow, James Terence",,,male,1,male,1,male,1,0,0,0,,,
17661,"calhoun,_richard_frank:0","Calhoun, Richard Frank",,,male,1,male,1,male,1,0,0,0,,,
17662,"stern,_laura_ikins:0","Stern, Laura Ikins",,,female,5,female,5,female,5,0,0,0,,,
17663,"mims,_clarence_wingate,_iii:0","Mims, Clarence Wingate, Iii",,,male,1,male,1,male,1,0,0,0,,,
17664,"botson,_michael_r.,_jr.:0","Botson, Michael R., Jr.",,,male,1,male,1,male,1,0,0,0,,,
17665,"gentes,_andrew_armand:0","Gentes, Andrew Armand",,,male,1,male,1,male,1,0,0,0,,,
17666,"abelson,_elaine_susan:0","Abelson, Elaine Susan",,,female,5,female,5,female,5,0,0,0,,,
17668,"thomas,_evan_ames:0","Thomas, Evan Ames",,,male,1,male,1,male,1,0,0,0,,,
17669,"rosenstein,_nathan_stewart:0","Rosenstein, Nathan Stewart",,,male,1,male,1,male,1,0,0,0,,,
17670,"bunnell,_eugene_harvey:0","Bunnell, Eugene Harvey",,,male,1,male,1,male,1,0,0,0,,,
17671,"warber,_mark_allen:0","Warber, Mark Allen",,,male,1,male,1,male,1,0,0,0,,,
17672,"snyder,_jean_elizabeth:0","Snyder, Jean Elizabeth",,,female,5,mostly_female,4,female,5,1,0,1,,,
17673,"gatyas,_kenton_bernard:0","Gatyas, Kenton Bernard",,,male,1,male,1,male,1,0,0,0,,,
17674,"lane,_timothy_edward:1","Lane, Timothy Edward",,,male,1,male,1,male,1,0,0,0,,,
17675,"knight,_lora_lea:0","Knight, Lora Lea",,,female,5,female,5,female,5,0,0,0,,,
17676,"yates,_lawrence_arthur:0","Yates, Lawrence Arthur",,,male,1,male,1,male,1,0,0,0,,,
17677,"myers,_judy_ann:0","Myers, Judy Ann",,,female,5,female,5,female,5,0,0,0,,,
17678,"cheng,_john:0","Cheng, John",,,male,1,male,1,male,1,0,0,0,,,
17679,"mcmillian,_john_campbell:0","Mcmillian, John Campbell",,,male,1,male,1,male,1,0,0,0,,,
17680,"wade-lewis,_margaret:0","Wade Lewis, Margaret",,,female,5,female,5,female,5,0,0,0,,,
17681,"ross,_beatrice_spence:0","Ross, Beatrice Spence",,,female,5,female,5,female,5,0,0,0,,,
17682,"harris,_carmen_veneita:0","Harris, Carmen Veneita",,,female,5,mostly_female,4,female,5,1,0,1,,,
17683,"case,_holly:0","Case, Holly",,,female,5,female,5,female,5,0,0,0,,,
17684,"dollinger,_marc_lindsey:0","Dollinger, Marc Lindsey",,,male,1,male,1,male,1,0,0,0,,,
17685,"quinn,_patricia_anne:0","Quinn, Patricia Anne",,,female,5,female,5,female,5,0,0,0,,,
17686,"larson,_katherine_l.:0","Larson, Katherine L.",,,female,5,female,5,female,5,0,0,0,,,
17687,"salmonowicz,_michael_j.:0","Salmonowicz, Michael J.",,,male,1,male,1,male,1,0,0,0,,,
17688,"perez,_robert_cristian:0","Perez, Robert Cristian",,,male,1,male,1,male,1,0,0,0,,,
17689,"hooks,_tisha_y.:0","Hooks, Tisha Y.",,,female,5,female,5,female,5,0,0,0,,,
17690,"abalahin,_andrew_jimenez:0","Abalahin, Andrew Jimenez",,,male,1,male,1,male,1,0,0,0,,,
17691,"rothenbusch,_esther_heidi:0","Rothenbusch, Esther Heidi",,,female,5,female,5,female,5,0,0,0,,,
17692,"woodward,_colin_edward:0","Woodward, Colin Edward",,,male,1,male,1,male,1,0,0,0,,,
17694,"keiner,_christine:0","Keiner, Christine",,,female,5,female,5,female,5,0,0,0,,,
17695,"la_chapelle,_peter_jon:0","La Chapelle, Peter Jon",,,male,1,male,1,male,1,0,0,0,,,
17696,"lemaire,_valerie_elizabeth:0","Lemaire, Valerie Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
17697,"bielakowski,_alexander_magnus:0","Bielakowski, Alexander Magnus",,,male,1,male,1,male,1,0,0,0,,,
17698,"blum,_elizabeth_dian:0","Blum, Elizabeth Dian",,,female,5,female,5,female,5,0,0,0,,,
17699,"overstreet,_deborah_anne_wilson:0","Overstreet, Deborah Anne Wilson",,,female,5,female,5,female,5,0,0,0,,,
17700,"pastore,_christopher_l.:0","Pastore, Christopher L.",,,male,1,male,1,male,1,0,0,0,,,
17701,"kauffman,_karen_sue:1","Kauffman, Karen Sue",,,female,5,female,5,female,5,0,0,0,,,
17702,"foley,_mary_anne:0","Foley, Mary Anne",,,female,5,mostly_female,4,female,5,1,0,1,,,
17703,"forsman,_deanna_dawn:0","Forsman, Deanna Dawn",,,female,5,female,5,female,5,0,0,0,,,
17704,"haley,_john_edward:0","Haley, John Edward",,,male,1,male,1,male,1,0,0,0,,,
17705,"brannon,_rebecca_nathan:0","Brannon, Rebecca Nathan",,,female,5,female,5,female,5,0,0,0,,,
17706,"moore,_erin_dee:0","Moore, Erin Dee",,,female,5,mostly_female,4,female,5,1,0,1,,,
17707,"hanser,_jessica:0","Hanser, Jessica",,,female,5,female,5,female,5,0,0,0,,,
17708,"moum,_kathleen_diane:0","Moum, Kathleen Diane",,,female,5,female,5,female,5,0,0,0,,,
17709,"sedra,_paul:0","Sedra, Paul",,,male,1,male,1,male,1,0,0,0,,,
17710,"cooper,_donald_glen:0","Cooper, Donald Glen",,,male,1,male,1,male,1,0,0,0,,,
17711,"perez,_erika:0","Perez, Erika",,,female,5,female,5,female,5,0,0,0,,,
17712,"nickerson,_peter_samuel:0","Nickerson, Peter Samuel",,,male,1,male,1,male,1,0,0,0,,,
17713,"skvirsky,_salome_aguilera:0","Skvirsky, Salome Aguilera",,,female,5,andy,3,female,5,2,0,2,,,
17714,"padgett,_gregory_brian:0","Padgett, Gregory Brian",,,male,1,male,1,male,1,0,0,0,,,
17715,"nelson,_kirsten_marie:0","Nelson, Kirsten Marie",,,female,5,female,5,female,5,0,0,0,,,
17716,"glass,_william_robert:0","Glass, William Robert",,,male,1,male,1,male,1,0,0,0,,,
17717,"otto,_paul_andrew:0","Otto, Paul Andrew",,,male,1,male,1,male,1,0,0,0,,,
17718,"kadue,_martha_elaine:0","Kadue, Martha Elaine",,,female,5,female,5,female,5,0,0,0,,,
17719,"voelkel,_james_robert:0","Voelkel, James Robert",,,male,1,male,1,male,1,0,0,0,,,
17720,"johnson,_david_kenneth:0","Johnson, David Kenneth",,,male,1,male,1,male,1,0,0,0,,,
17721,"carter,_everett_john:0","Carter, Everett John",,,male,1,male,1,male,1,0,0,0,,,
17722,"mcghee,_fred_lee:0","Mcghee, Fred Lee",,,male,1,male,1,male,1,0,0,0,,,
17723,"glas,_eduardo_jorge:0","Glas, Eduardo Jorge",,,male,1,andy,3,male,1,2,0,2,,,
17724,"malcom,_allison_o'mahen:0","Malcom, Allison O'mahen",,,female,5,female,5,female,5,0,0,0,,,
17725,"mccormick,_brett_joseph:0","Mccormick, Brett Joseph",,,male,1,male,1,male,1,0,0,0,,,
17726,"carlson,_andrew_james:0","Carlson, Andrew James",,,male,1,male,1,male,1,0,0,0,,,
17727,"allen,_holly_marie:0","Allen, Holly Marie",,,female,5,female,5,female,5,0,0,0,,,
17728,"fly,_erin_suzanne:0","Fly, Erin Suzanne",,,female,5,mostly_female,4,female,5,1,0,1,,,
17729,"layton,_michael_dennis:0","Layton, Michael Dennis",,,male,1,male,1,male,1,0,0,0,,,
17730,"patarino,_vincent_v.,_jr.:0","Patarino, Vincent V., Jr.",,,male,1,male,1,male,1,0,0,0,,,
17731,"fulks,_barry_alan:0","Fulks, Barry Alan",,,male,1,male,1,male,1,0,0,0,,,
17732,"boger,_gretchen_elisabeth:0","Boger, Gretchen Elisabeth",,,female,5,female,5,female,5,0,0,0,,,
17733,"chantrill,_patricia_anne:0","Chantrill, Patricia Anne",,,female,5,female,5,female,5,0,0,0,,,
17734,"nicovich,_john_mark:0","Nicovich, John Mark",,,male,1,male,1,male,1,0,0,0,,,
17735,"milsk,_laura_elaine:0","Milsk, Laura Elaine",,,female,5,female,5,female,5,0,0,0,,,
17736,"burks,_benjamin_d.:0","Burks, Benjamin D.",,,male,1,male,1,male,1,0,0,0,,,
17737,"mcguire,_mary_richie:0","Mcguire, Mary Richie",,,female,5,mostly_female,4,female,5,1,0,1,,,
17738,"eichner,_carolyn_jeanne:0","Eichner, Carolyn Jeanne",,,female,5,female,5,female,5,0,0,0,,,
17739,"o'malley,_paul_francis:0","O'malley, Paul Francis",,,male,1,male,1,male,1,0,0,0,,,
17740,"sipe,_daniel_albert:0","Sipe, Daniel Albert",,,male,1,male,1,male,1,0,0,0,,,
17741,"sheppard,_eva:0","Sheppard, Eva",,,female,5,female,5,female,5,0,0,0,,,
17742,"hultquist,_clark_eric:0","Hultquist, Clark Eric",,,male,1,male,1,male,1,0,0,0,,,
17744,"rosales,_jose_roberto:0","Rosales, Jose Roberto",,,male,1,male,1,male,1,0,0,0,,,
17745,"vandermeulen,_david_john:0","Vandermeulen, David John",,,male,1,male,1,male,1,0,0,0,,,
17746,"cleves,_rachel_hope:0","Cleves, Rachel Hope",,,female,5,female,5,female,5,0,0,0,,,
17747,"murray,_ruth_ann:0","Murray, Ruth Ann",,,female,5,female,5,female,5,0,0,0,,,
17748,"smith,_melvin_charles:0","Smith, Melvin Charles",,,male,1,male,1,male,1,0,0,0,,,
17749,"soto_laveaga,_gabriela_m.:0","Soto Laveaga, Gabriela M.",,,female,5,andy,3,female,5,2,0,2,,,
17750,"henderson,_douglas_wayne:0","Henderson, Douglas Wayne",,,male,1,male,1,male,1,0,0,0,,,
17751,"tulchin,_allan_abraham:0","Tulchin, Allan Abraham",,,male,1,male,1,male,1,0,0,0,,,
17752,"berger,_dina_michele:0","Berger, Dina Michele",,,female,5,female,5,female,5,0,0,0,,,
17753,"elkin,_noah_c.:0","Elkin, Noah C.",,,male,1,male,1,male,1,0,0,0,,,
17754,"lennon,_mary_ellen:0","Lennon, Mary Ellen",,,female,5,mostly_female,4,female,5,1,0,1,,,
17755,"kolm,_suzanne_lee:0","Kolm, Suzanne Lee",,,female,5,female,5,female,5,0,0,0,,,
17756,"humphreys,_joshua_m.:0","Humphreys, Joshua M.",,,male,1,male,1,male,1,0,0,0,,,
17757,"saillant,_john_daniel:0","Saillant, John Daniel",,,male,1,male,1,male,1,0,0,0,,,
17758,"koch,_cynthia_marie:0","Koch, Cynthia Marie",,,female,5,female,5,female,5,0,0,0,,,
17759,"francis,_megan_ming:0","Francis, Megan Ming",,,female,5,female,5,female,5,0,0,0,,,
17760,"gariepy,_thomas_peter:0","Gariepy, Thomas Peter",,,male,1,male,1,male,1,0,0,0,,,
17761,"lewallen,_kenneth_adell:0","Lewallen, Kenneth Adell",,,male,1,male,1,male,1,0,0,0,,,
17762,"pettus,_eleanor_everett:0","Pettus, Eleanor Everett",,,female,5,female,5,female,5,0,0,0,,,
17763,"munsick,_david_roger,_jr.:0","Munsick, David Roger, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17764,"thurman,_suzanne_r.:0","Thurman, Suzanne R.",,,female,5,female,5,female,5,0,0,0,,,
17765,"gilliam-smith,_rhonda:0","Gilliam Smith, Rhonda",,,female,5,female,5,female,5,0,0,0,,,
17766,"bren,_paulina:0","Bren, Paulina",,,female,5,andy,3,female,5,2,0,2,,,
17767,"balaj,_barbara_sue:0","Balaj, Barbara Sue",,,female,5,female,5,female,5,0,0,0,,,
17768,"civitello,_maryann:0","Civitello, Maryann",,,female,5,female,5,female,5,0,0,0,,,
17769,"welch,_margaret_curzon:0","Welch, Margaret Curzon",,,female,5,female,5,female,5,0,0,0,,,
17770,"hebert,_louis_joseph:0","Hebert, Louis Joseph",,,male,1,male,1,male,1,0,0,0,,,
17771,"rose,_stanley:0","Rose, Stanley",,,male,1,male,1,male,1,0,0,0,,,
17772,"crane,_brian_d.:0","Crane, Brian D.",,,male,1,male,1,male,1,0,0,0,,,
17773,"wert,_michael_john:0","Wert, Michael John",,,male,1,male,1,male,1,0,0,0,,,
17774,"baskerville,_john_douglas:0","Baskerville, John Douglas",,,male,1,male,1,male,1,0,0,0,,,
17775,"hutchison,_margarita_patricia:0","Hutchison, Margarita Patricia",,,female,5,andy,3,female,5,2,0,2,,,
17776,"cassella-blackburn,_michael:0","Cassella Blackburn, Michael",,,male,1,male,1,male,1,0,0,0,,,
17777,"burnard,_trevor_graeme:0","Burnard, Trevor Graeme",,,male,1,male,1,male,1,0,0,0,,,
17778,"fitzpatrick,_charles_vale:0","Fitzpatrick, Charles Vale",,,male,1,male,1,male,1,0,0,0,,,
17779,"shero,_olga_p.:0","Shero, Olga P.",,,female,5,andy,3,female,5,2,0,2,,,
17780,"wilhite,_vincent_steven:0","Wilhite, Vincent Steven",,,male,1,male,1,male,1,0,0,0,,,
17781,"nelson,_patricia_louise:0","Nelson, Patricia Louise",,,female,5,female,5,female,5,0,0,0,,,
17782,"lieberman,_paula_lynn:0","Lieberman, Paula Lynn",,,female,5,female,5,female,5,0,0,0,,,
17783,"murphy,_douglas_andrew:0","Murphy, Douglas Andrew",,,male,1,male,1,male,1,0,0,0,,,
17784,"clegg,_brenda_faye:0","Clegg, Brenda Faye",,,female,5,female,5,female,5,0,0,0,,,
17785,"payne,_phillip_gene:0","Payne, Phillip Gene",,,male,1,male,1,male,1,0,0,0,,,
17786,"ramos_kittrell,_jesus_alejandro:0","Ramos Kittrell, Jesus Alejandro",,,male,1,mostly_male,2,male,1,1,0,1,,,
17787,"kornbluh,_joyce_lewis:0","Kornbluh, Joyce Lewis",,,female,5,female,5,female,5,0,0,0,,,
