,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
12696,"youngs,_larry_robert:0","Youngs, Larry Robert",,,male,1,male,1,male,1,0,0,0,,,
12697,"toney,_sharon_morris:0","Toney, Sharon Morris",,,female,5,mostly_female,4,female,5,1,0,1,,,
12698,"arnold,_linda_jo:0","Arnold, Linda Jo",,,female,5,female,5,female,5,0,0,0,,,
12699,"lemon,_jason_edward:0","Lemon, Jason Edward",,,male,1,male,1,male,1,0,0,0,,,
12700,"davis,_mark_henry:0","Davis, Mark Henry",,,male,1,male,1,male,1,0,0,0,,,
12701,"watt,_marilyn_j.:0","Watt, Marilyn J.",,,female,5,female,5,female,5,0,0,0,,,
12702,"barrientos,_claudio_javier:0","Barrientos, Claudio Javier",,,male,1,andy,3,male,1,2,0,2,,,
12703,"brown,_john_sloan:0","Brown, John Sloan",,,male,1,male,1,male,1,0,0,0,,,
12704,"lassiter,_ethel_minett:0","Lassiter, Ethel Minett",,,female,5,female,5,female,5,0,0,0,,,
12705,"sharples,_jason_t.:0","Sharples, Jason T.",,,male,1,male,1,male,1,0,0,0,,,
12706,"jarvis,_william:0","Jarvis, William",,,male,1,male,1,male,1,0,0,0,,,
12707,"greenwald,_richard_alan:0","Greenwald, Richard Alan",,,male,1,male,1,male,1,0,0,0,,,
12708,"browning,_robert_monroe,_jr.:0","Browning, Robert Monroe, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12709,"osborn,_david:0","Osborn, David",,,male,1,male,1,male,1,0,0,0,,,
12710,"ward,_walter_david:0","Ward, Walter David",,,male,1,male,1,male,1,0,0,0,,,
12711,"frankel,_richard_evan:0","Frankel, Richard Evan",,,male,1,male,1,male,1,0,0,0,,,
12712,"romero,_tom_i.,_jr.:0","Romero, Tom I., Jr.",,,male,1,male,1,male,1,0,0,0,,,
12713,"cain,_mary_cathryn:0","Cain, Mary Cathryn",,,female,5,mostly_female,4,female,5,1,0,1,,,
12714,"perciaccante,_marianne:0","Perciaccante, Marianne",,,female,5,female,5,female,5,0,0,0,,,
12715,"wilson,_mark_r.:2","Wilson, Mark R.",,,male,1,male,1,male,1,0,0,0,,,
12716,"watson,_larry_darnell:0","Watson, Larry Darnell",,,male,1,male,1,male,1,0,0,0,,,
12717,"hayhoe,_jeremy_david:0","Hayhoe, Jeremy David",,,male,1,male,1,male,1,0,0,0,,,
12718,"watt,_sophie_laurence:0","Watt, Sophie Laurence",,,female,5,andy,3,female,5,2,0,2,,,
12719,"torrie,_julia_suzanne:0","Torrie, Julia Suzanne",,,female,5,female,5,female,5,0,0,0,,,
12720,"rupert,_linda_marguerite:0","Rupert, Linda Marguerite",,,female,5,female,5,female,5,0,0,0,,,
12721,"canevali,_ralph_chester:0","Canevali, Ralph Chester",,,male,1,male,1,male,1,0,0,0,,,
12722,"offenhauer,_priscilla:0","Offenhauer, Priscilla",,,female,5,female,5,female,5,0,0,0,,,
12723,"ohl,_ronald_edward:0","Ohl, Ronald Edward",,,male,1,male,1,male,1,0,0,0,,,
12724,"olejniczak,_william_john:0","Olejniczak, William John",,,male,1,male,1,male,1,0,0,0,,,
12725,"kastner,_jill_davey_colley:0","Kastner, Jill Davey Colley",,,female,5,female,5,female,5,0,0,0,,,
12726,"kerenji,_emil:0","Kerenji, Emil",,,male,1,andy,3,male,1,2,0,2,,,
12727,"hirshler,_erica_eve:0","Hirshler, Erica Eve",,,female,5,female,5,female,5,0,0,0,,,
12728,"hirsch,_lily_e.:0","Hirsch, Lily E.",,,female,5,female,5,female,5,0,0,0,,,
12729,"tomkins-walsh,_teresa:0","Tomkins Walsh, Teresa",,,female,5,female,5,female,5,0,0,0,,,
12730,"rodriguez,_julia_emilia:0","Rodriguez, Julia Emilia",,,female,5,female,5,female,5,0,0,0,,,
12731,"white,_christopher_m.:0","White, Christopher M.",,,male,1,male,1,male,1,0,0,0,,,
12733,"chiarilli,_daniel_bennett:0","Chiarilli, Daniel Bennett",,,male,1,male,1,male,1,0,0,0,,,
12734,"mcdaniel,_patti_jaclyn:0","Mcdaniel, Patti Jaclyn",,,female,5,female,5,female,5,0,0,0,,,
12735,"bellon,_richard_donald:0","Bellon, Richard Donald",,,male,1,male,1,male,1,0,0,0,,,
12736,"kelly,_david_donald:0","Kelly, David Donald",,,male,1,male,1,male,1,0,0,0,,,
12737,"connell,_william_f.:0","Connell, William F.",,,male,1,male,1,male,1,0,0,0,,,
12738,"swanson,_phyllis_marjorie:0","Swanson, Phyllis Marjorie",,,female,5,female,5,female,5,0,0,0,,,
12739,"daly,_jonathan_wood:0","Daly, Jonathan Wood",,,male,1,male,1,male,1,0,0,0,,,
12740,"chavez,_ernesto:0","Chavez, Ernesto",,,male,1,andy,3,male,1,2,0,2,,,
12741,"norton,_david_andrew:0","Norton, David Andrew",,,male,1,male,1,male,1,0,0,0,,,
12742,"meyer,_michal:0","Meyer, Michal",,,male,1,andy,3,male,1,2,0,2,,,
12744,"noble,_vanessa:0","Noble, Vanessa",,,female,5,female,5,female,5,0,0,0,,,
12745,"hankins,_james:0","Hankins, James",,,male,1,male,1,male,1,0,0,0,,,
12746,"creswell,_michael:0","Creswell, Michael",,,male,1,male,1,male,1,0,0,0,,,
12747,"amos,_thomas_leslie:0","Amos, Thomas Leslie",,,male,1,male,1,male,1,0,0,0,,,
12748,"chappell,_john_david:0","Chappell, John David",,,male,1,male,1,male,1,0,0,0,,,
12749,"gorman,_vanessa_barrett:0","Gorman, Vanessa Barrett",,,female,5,female,5,female,5,0,0,0,,,
12750,"baker,_robert_steven:0","Baker, Robert Steven",,,male,1,male,1,male,1,0,0,0,,,
12751,"valente,_jose_m.:0","Valente, Jose M.",,,male,1,male,1,male,1,0,0,0,,,
12752,"okin,_mary_glennon:0","Okin, Mary Glennon",,,female,5,mostly_female,4,female,5,1,0,1,,,
12753,"turner,_patricia_regina:0","Turner, Patricia Regina",,,female,5,female,5,female,5,0,0,0,,,
12754,"margulis,_natasha:0","Margulis, Natasha",,,female,5,female,5,female,5,0,0,0,,,
12755,"dunlap,_tanya_keller:0","Dunlap, Tanya Keller",,,female,5,female,5,female,5,0,0,0,,,
12756,"lampe,_gerald_edward,_jr.:0","Lampe, Gerald Edward, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12757,"emberton,_carole_t.:0","Emberton, Carole T.",,,female,5,female,5,female,5,0,0,0,,,
12758,"connolly,_james_john:0","Connolly, James John",,,male,1,male,1,male,1,0,0,0,,,
12759,"gillen,_patrick_t.:0","Gillen, Patrick T.",,,male,1,male,1,male,1,0,0,0,,,
12760,"wetherall,_william_owen:0","Wetherall, William Owen",,,male,1,male,1,male,1,0,0,0,,,
12761,"aiello,_thomas:0","Aiello, Thomas",,,male,1,male,1,male,1,0,0,0,,,
12762,"archuleta,_micki:0","Archuleta, Micki",,,female,5,andy,3,female,5,2,0,2,,,
12763,"ziegler-mcpherson,_christina_anne:0","Ziegler Mcpherson, Christina Anne",,,female,5,female,5,female,5,0,0,0,,,
12764,"ustun,_kadir:0","Ustun, Kadir",,,male,1,andy,3,male,1,2,0,2,,,
12765,"spaeth,_catherine_therese_christians:0","Spaeth, Catherine Therese Christians",,,female,5,female,5,female,5,0,0,0,,,
12767,"poole,_carmen:0","Poole, Carmen",,,female,5,mostly_female,4,female,5,1,0,1,,,
12768,"thomas,_joseph_brown,_jr.:0","Thomas, Joseph Brown, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12769,"kelly,_samantha_l.:0","Kelly, Samantha L.",,,female,5,female,5,female,5,0,0,0,,,
12772,"richardson,_william_lamar:0","Richardson, William Lamar",,,male,1,male,1,male,1,0,0,0,,,
12773,"randall,_david:1","Randall, David",,,male,1,male,1,male,1,0,0,0,,,
12774,"silbey,_david_johnson:0","Silbey, David Johnson",,,male,1,male,1,male,1,0,0,0,,,
12775,"neary,_gerald_paul-anthony:0","Neary, Gerald Paul Anthony",,,male,1,male,1,male,1,0,0,0,,,
12776,"lacey,_vincent_arthur:0","Lacey, Vincent Arthur",,,male,1,male,1,male,1,0,0,0,,,
12777,"givens,_bryan_alan:0","Givens, Bryan Alan",,,male,1,male,1,male,1,0,0,0,,,
12778,"welch,_michele_a.:0","Welch, Michele A.",,,female,5,female,5,female,5,0,0,0,,,
12779,"glade,_mary_elizabeth:0","Glade, Mary Elizabeth",,,female,5,mostly_female,4,female,5,1,0,1,,,
12780,"dinner,_deborah:0","Dinner, Deborah",,,female,5,female,5,female,5,0,0,0,,,
12781,"buffington,_robert_marshall:0","Buffington, Robert Marshall",,,male,1,male,1,male,1,0,0,0,,,
12782,"weiler,_dagmar:0","Weiler, Dagmar",,,female,5,andy,3,female,5,2,0,2,,,
12783,"plotke,_alma_jane:0","Plotke, Alma Jane",,,female,5,female,5,female,5,0,0,0,,,
12784,"ekbladh,_david_karl_francis:0","Ekbladh, David Karl Francis",,,male,1,male,1,male,1,0,0,0,,,
12785,"goss,_thomas_joseph:0","Goss, Thomas Joseph",,,male,1,male,1,male,1,0,0,0,,,
12786,"strong,_rebecca_anne:0","Strong, Rebecca Anne",,,female,5,female,5,female,5,0,0,0,,,
12787,"buth,_randall_john:0","Buth, Randall John",,,male,1,male,1,male,1,0,0,0,,,
12788,"kraus,_theresa_louise:0","Kraus, Theresa Louise",,,female,5,female,5,female,5,0,0,0,,,
12789,"muskiet,_charles_michael,_ii:0","Muskiet, Charles Michael, Ii",,,male,1,male,1,male,1,0,0,0,,,
12790,"green,_barbara_susan:0","Green, Barbara Susan",,,female,5,female,5,female,5,0,0,0,,,
12791,"abraham,_erin_v.:0","Abraham, Erin V.",,,female,5,mostly_female,4,female,5,1,0,1,,,
12792,"stephens,_michael_s.:0","Stephens, Michael S.",,,male,1,male,1,male,1,0,0,0,,,
12793,"wend,_henry_burke:0","Wend, Henry Burke",,,male,1,male,1,male,1,0,0,0,,,
12794,"bockelman,_brian_scott:0","Bockelman, Brian Scott",,,male,1,male,1,male,1,0,0,0,,,
12795,"sweetnam,_george_kean:0","Sweetnam, George Kean",,,male,1,mostly_male,2,male,1,1,0,1,,,
12796,"blackhawk,_ned:0","Blackhawk, Ned",,,male,1,male,1,male,1,0,0,0,,,
12797,"hill,_franklin_william:0","Hill, Franklin William",,,male,1,male,1,male,1,0,0,0,,,
12798,"kalesnik,_frank_lewis:0","Kalesnik, Frank Lewis",,,male,1,male,1,male,1,0,0,0,,,
12799,"kuhn,_thomas:0","Kuhn, Thomas",,,male,1,male,1,male,1,0,0,0,,,
12800,"cordery,_simon_charles_edward:0","Cordery, Simon Charles Edward",,,male,1,male,1,male,1,0,0,0,,,
12801,"sugrue,_michael:0","Sugrue, Michael",,,male,1,male,1,male,1,0,0,0,,,
12802,"o'brien,_stephen_kent:0","O'brien, Stephen Kent",,,male,1,male,1,male,1,0,0,0,,,
12803,"lee,_robert_george:0","Lee, Robert George",,,male,1,male,1,male,1,0,0,0,,,
12804,"curtis,_christopher_m.:0","Curtis, Christopher M.",,,male,1,male,1,male,1,0,0,0,,,
12805,"bercaw,_nancy_dunlap:0","Bercaw, Nancy Dunlap",,,female,5,female,5,female,5,0,0,0,,,
12806,"d'acosta,_james_wade:0","D'acosta, James Wade",,,male,1,male,1,male,1,0,0,0,,,
12807,"von_schlegell,_barbara_rosenow:0","Von Schlegell, Barbara Rosenow",,,female,5,female,5,female,5,0,0,0,,,
12808,"cresswell,_stephen_edward:0","Cresswell, Stephen Edward",,,male,1,male,1,male,1,0,0,0,,,
12809,"mcclain,_molly_a.:0","Mcclain, Molly A.",,,female,5,female,5,female,5,0,0,0,,,
12810,"ashin,_paul:0","Ashin, Paul",,,male,1,male,1,male,1,0,0,0,,,
12811,"goforth-piselli,_teresa_marie:0","Goforth Piselli, Teresa Marie",,,female,5,female,5,female,5,0,0,0,,,
12812,"walker,_donald_lee,_jr.:0","Walker, Donald Lee, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12813,"costello,_melanie_starr:0","Costello, Melanie Starr",,,female,5,female,5,female,5,0,0,0,,,
12814,"santiago,_dawn_teresa:0","Santiago, Dawn Teresa",,,female,5,female,5,female,5,0,0,0,,,
12815,"devries,_rick_edwin:0","Devries, Rick Edwin",,,male,1,male,1,male,1,0,0,0,,,
12816,"venarde,_bruce_lanier:0","Venarde, Bruce Lanier",,,male,1,male,1,male,1,0,0,0,,,
12818,"chrissanthos,_stefan_george:0","Chrissanthos, Stefan George",,,male,1,andy,3,male,1,2,0,2,,,
12819,"corpis,_duane_joseph:0","Corpis, Duane Joseph",,,male,1,male,1,male,1,0,0,0,,,
12820,"de_rosa,_peter_leonard:0","De Rosa, Peter Leonard",,,male,1,male,1,male,1,0,0,0,,,
12821,"kingston,_jeffrey_burke:0","Kingston, Jeffrey Burke",,,male,1,male,1,male,1,0,0,0,,,
12822,"dennis,_david_bruce:0","Dennis, David Bruce",,,male,1,male,1,male,1,0,0,0,,,
12823,"freitag,_jason_paul:0","Freitag, Jason Paul",,,male,1,male,1,male,1,0,0,0,,,
12824,"sauer,_robert_john:0","Sauer, Robert John",,,male,1,male,1,male,1,0,0,0,,,
12825,"wilder,_sheryl_d.:0","Wilder, Sheryl D.",,,female,5,female,5,female,5,0,0,0,,,
12826,"du_bois,_george_bache,_jr.:0","Du Bois, George Bache, Jr.",,,male,1,mostly_male,2,male,1,1,0,1,,,
12827,"paul,_john_jeya:0","Paul, John Jeya",,,male,1,male,1,male,1,0,0,0,,,
12828,"miller,_geralda_d.:0","Miller, Geralda D.",,,female,5,andy,3,female,5,2,0,2,,,
12829,"niebuhr,_robert_edward:0","Niebuhr, Robert Edward",,,male,1,male,1,male,1,0,0,0,,,
12831,"titus,_james_russell_wade:0","Titus, James Russell Wade",,,male,1,male,1,male,1,0,0,0,,,
12832,"williams,_john_bryan:0","Williams, John Bryan",,,male,1,male,1,male,1,0,0,0,,,
12833,"ramirez,_manuel_bernardo:0","Ramirez, Manuel Bernardo",,,male,1,male,1,male,1,0,0,0,,,
12834,"byrne,_frank_joseph:0","Byrne, Frank Joseph",,,male,1,male,1,male,1,0,0,0,,,
12835,"todd,_drew:0","Todd, Drew",,,male,1,mostly_male,2,male,1,1,0,1,,,
12836,"cantoni,_davide_werner:0","Cantoni, Davide Werner",,,male,1,andy,3,male,1,2,0,2,,,
12837,"bures,_allen_l.:0","Bures, Allen L.",,,male,1,male,1,male,1,0,0,0,,,
12838,"haley,_charles_t.:0","Haley, Charles T.",,,male,1,male,1,male,1,0,0,0,,,
12839,"culpepper,_danielle:0","Culpepper, Danielle",,,female,5,female,5,female,5,0,0,0,,,
12841,"wilcox,_scott_lindsey:0","Wilcox, Scott Lindsey",,,male,1,male,1,male,1,0,0,0,,,
12842,"kolopsky,_marc_steven:0","Kolopsky, Marc Steven",,,male,1,male,1,male,1,0,0,0,,,
12843,"shapiro,_michael_steven:0","Shapiro, Michael Steven",,,male,1,male,1,male,1,0,0,0,,,
12844,"grant,_john_wess:0","Grant, John Wess",,,male,1,male,1,male,1,0,0,0,,,
12845,"oliver,_carla_p.:0","Oliver, Carla P.",,,female,5,female,5,female,5,0,0,0,,,
12846,"mchenry,_james_allen,_jr.:0","Mchenry, James Allen, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12847,"shannon,_dennis_michael:0","Shannon, Dennis Michael",,,male,1,male,1,male,1,0,0,0,,,
12848,"ross,_steven_joseph:0","Ross, Steven Joseph",,,male,1,male,1,male,1,0,0,0,,,
12849,"wolfgang,_james_stephen:0","Wolfgang, James Stephen",,,male,1,male,1,male,1,0,0,0,,,
12850,"alence,_rod_charles:0","Alence, Rod Charles",,,male,1,male,1,male,1,0,0,0,,,
12851,"verner,_andrew_marshall:0","Verner, Andrew Marshall",,,male,1,male,1,male,1,0,0,0,,,
12852,"scudieri,_james_domenic:0","Scudieri, James Domenic",,,male,1,male,1,male,1,0,0,0,,,
12854,"adcock,_michael_todd:0","Adcock, Michael Todd",,,male,1,male,1,male,1,0,0,0,,,
12855,"gatson,_sarah_nicole:0","Gatson, Sarah Nicole",,,female,5,female,5,female,5,0,0,0,,,
12856,"deitreich,_kenneth_a.:0","Deitreich, Kenneth A.",,,male,1,male,1,male,1,0,0,0,,,
12857,"rose,_jonathan_ely:0","Rose, Jonathan Ely",,,male,1,male,1,male,1,0,0,0,,,
12858,"deering,_thomas_e.:0","Deering, Thomas E.",,,male,1,male,1,male,1,0,0,0,,,
12859,"workman,_john_sparks,_jr.:0","Workman, John Sparks, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12860,"baranov,_elena_a.:0","Baranov, Elena A.",,,female,5,andy,3,female,5,2,0,2,,,
12861,"mechner,_emily:0","Mechner, Emily",,,female,5,female,5,female,5,0,0,0,,,
12862,"whyte,_donna_mcintyre:0","Whyte, Donna Mcintyre",,,female,5,female,5,female,5,0,0,0,,,
12863,"hartenian,_lawrence_raymond:0","Hartenian, Lawrence Raymond",,,male,1,male,1,male,1,0,0,0,,,
12864,"evans,_jason_wyeth:0","Evans, Jason Wyeth",,,male,1,male,1,male,1,0,0,0,,,
12865,"sheffer,_edith_alice_replogle:0","Sheffer, Edith Alice Replogle",,,female,5,female,5,female,5,0,0,0,,,
12866,"krapohl,_robert_henry:0","Krapohl, Robert Henry",,,male,1,male,1,male,1,0,0,0,,,
12867,"blankinship,_khalid_'abdulhadi_yahya:0","Blankinship, Khalid 'abdulhadi Yahya",,,male,1,andy,3,male,1,2,0,2,,,
12868,"gold,_jennifer_leigh:0","Gold, Jennifer Leigh",,,female,5,female,5,female,5,0,0,0,,,
12869,"gallup-diaz,_ignacio_jesus:0","Gallup Diaz, Ignacio Jesus",,,male,1,andy,3,male,1,2,0,2,,,
12870,"baker,_ellen_r.:0","Baker, Ellen R.",,,female,5,female,5,female,5,0,0,0,,,
12871,"ryan,_james_gilbert:0","Ryan, James Gilbert",,,male,1,male,1,male,1,0,0,0,,,
12872,"good,_polly_jane:0","Good, Polly Jane",,,female,5,female,5,female,5,0,0,0,,,
12873,"lockhart,_bruce_mcfarland:0","Lockhart, Bruce Mcfarland",,,male,1,male,1,male,1,0,0,0,,,
12874,"wightman,_gregory_b.:0","Wightman, Gregory B.",,,male,1,male,1,male,1,0,0,0,,,
12875,"harms,_richard_henry:0","Harms, Richard Henry",,,male,1,male,1,male,1,0,0,0,,,
12876,"brodsky,_adriana_mariel:0","Brodsky, Adriana Mariel",,,female,5,andy,3,female,5,2,0,2,,,
12877,"christopoulos,_john:0","Christopoulos, John",,,male,1,male,1,male,1,0,0,0,,,
12878,"fuller,_robert_lynn:0","Fuller, Robert Lynn",,,male,1,male,1,male,1,0,0,0,,,
12879,"newkirk,_pamela:0","Newkirk, Pamela",,,female,5,female,5,female,5,0,0,0,,,
12880,"reigles,_barbara_jean:0","Reigles, Barbara Jean",,,female,5,female,5,female,5,0,0,0,,,
12881,"dye,_alan_dale:0","Dye, Alan Dale",,,male,1,male,1,male,1,0,0,0,,,
12882,"williams,_oscar_renal,_iii:0","Williams, Oscar Renal, Iii",,,male,1,male,1,male,1,0,0,0,,,
12883,"lopez,_alexander_h.:0","Lopez, Alexander H.",,,male,1,male,1,male,1,0,0,0,,,
12884,"henry,_maura_aileen:0","Henry, Maura Aileen",,,female,5,female,5,female,5,0,0,0,,,
12885,"tomlinson,_robert_w.:0","Tomlinson, Robert W.",,,male,1,male,1,male,1,0,0,0,,,
12886,"hasselbach,_rebecca:0","Hasselbach, Rebecca",,,female,5,female,5,female,5,0,0,0,,,
12887,"anderson,_mark_allen:0","Anderson, Mark Allen",,,male,1,male,1,male,1,0,0,0,,,
12888,"phelan,_craig_lawrence:0","Phelan, Craig Lawrence",,,male,1,male,1,male,1,0,0,0,,,
12889,"cooper,_james_fenimore,_jr.:0","Cooper, James Fenimore, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12890,"gache,_sherry_l.:0","Gache, Sherry L.",,,female,5,female,5,female,5,0,0,0,,,
12891,"hill,_tom_m.:0","Hill, Tom M.",,,male,1,male,1,male,1,0,0,0,,,
12892,"havens,_earle_ashcroft:0","Havens, Earle Ashcroft",,,male,1,male,1,male,1,0,0,0,,,
12893,"wedge,_john:0","Wedge, John",,,male,1,male,1,male,1,0,0,0,,,
12894,"fine,_eve:0","Fine, Eve",,,female,5,female,5,female,5,0,0,0,,,
12895,"o'neil,_stephen_james:0","O'neil, Stephen James",,,male,1,male,1,male,1,0,0,0,,,
12896,"white,_andrew_t.:0","White, Andrew T.",,,male,1,male,1,male,1,0,0,0,,,
12897,"young,_virginia_c.:0","Young, Virginia C.",,,female,5,female,5,female,5,0,0,0,,,
12898,"hahamovitch,_cindy:0","Hahamovitch, Cindy",,,female,5,female,5,female,5,0,0,0,,,
12899,"coventry,_michael_t.:0","Coventry, Michael T.",,,male,1,male,1,male,1,0,0,0,,,
12900,"braukman,_stacy_lorraine:0","Braukman, Stacy Lorraine",,,female,5,mostly_female,4,female,5,1,0,1,,,
12901,"reagin,_nancy_ruth:0","Reagin, Nancy Ruth",,,female,5,female,5,female,5,0,0,0,,,
12902,"barr,_daniel_p.:0","Barr, Daniel P.",,,male,1,male,1,male,1,0,0,0,,,
12903,"hamilton,_albert_james,_jr.:0","Hamilton, Albert James, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12904,"burson,_joshua_robert:0","Burson, Joshua Robert",,,male,1,male,1,male,1,0,0,0,,,
12905,"schaffel,_kenneth:0","Schaffel, Kenneth",,,male,1,male,1,male,1,0,0,0,,,
12906,"shackleford,_ben_a.:0","Shackleford, Ben A.",,,male,1,male,1,male,1,0,0,0,,,
12907,"landes,_richard_allen:0","Landes, Richard Allen",,,male,1,male,1,male,1,0,0,0,,,
12908,"woods,_daniel_glenn:0","Woods, Daniel Glenn",,,male,1,male,1,male,1,0,0,0,,,
12910,"dameron,_george_williamson:0","Dameron, George Williamson",,,male,1,mostly_male,2,male,1,1,0,1,,,
12911,"pretzer,_william_stanley:0","Pretzer, William Stanley",,,male,1,male,1,male,1,0,0,0,,,
12912,"schara,_william_ronald:0","Schara, William Ronald",,,male,1,male,1,male,1,0,0,0,,,
12913,"cowen,_david_jack:0","Cowen, David Jack",,,male,1,male,1,male,1,0,0,0,,,
12914,"kefeli-clay,_agnes:0","Kefeli Clay, Agnes",,,female,5,andy,3,female,5,2,0,2,,,
12915,"kreiser,_lawrence_a.,_jr.:0","Kreiser, Lawrence A., Jr.",,,male,1,male,1,male,1,0,0,0,,,
12916,"lampe,_kurt_walter:0","Lampe, Kurt Walter",,,male,1,male,1,male,1,0,0,0,,,
12917,"bowman,_kent_adam:0","Bowman, Kent Adam",,,male,1,male,1,male,1,0,0,0,,,
12919,"naylor,_phillip_chiviges:0","Naylor, Phillip Chiviges",,,male,1,male,1,male,1,0,0,0,,,
12920,"o'briant,_mary_prevette:0","O'briant, Mary Prevette",,,female,5,mostly_female,4,female,5,1,0,1,,,
12921,"scarbrough,_linda_claire:0","Scarbrough, Linda Claire",,,female,5,female,5,female,5,0,0,0,,,
12923,"rosewall,_michael_paul:0","Rosewall, Michael Paul",,,male,1,male,1,male,1,0,0,0,,,
12924,"powell,_sallie_lucille:0","Powell, Sallie Lucille",,,female,5,female,5,female,5,0,0,0,,,
12925,"byars,_jana_l.:0","Byars, Jana L.",,,female,5,andy,3,female,5,2,0,2,,,
12926,"greenspan,_anders:0","Greenspan, Anders",,,male,1,andy,3,male,1,2,0,2,,,
12927,"beall,_judith_lamm:0","Beall, Judith Lamm",,,female,5,female,5,female,5,0,0,0,,,
12928,"burrill,_emily_susan:0","Burrill, Emily Susan",,,female,5,female,5,female,5,0,0,0,,,
12929,"golden,_robert_jeffrey:0","Golden, Robert Jeffrey",,,male,1,male,1,male,1,0,0,0,,,
12930,"temple,_william_edward:0","Temple, William Edward",,,male,1,male,1,male,1,0,0,0,,,
12931,"handloff,_robert_earl:0","Handloff, Robert Earl",,,male,1,male,1,male,1,0,0,0,,,
12932,"olsen,_richard_l.:0","Olsen, Richard L.",,,male,1,male,1,male,1,0,0,0,,,
12933,"cirignano,_john_stephen:0","Cirignano, John Stephen",,,male,1,male,1,male,1,0,0,0,,,
12934,"andrews,_theodore_howard:0","Andrews, Theodore Howard",,,male,1,male,1,male,1,0,0,0,,,
12935,"suzik,_jeffrey_ryan:0","Suzik, Jeffrey Ryan",,,male,1,male,1,male,1,0,0,0,,,
12936,"spickard,_paul_russell:0","Spickard, Paul Russell",,,male,1,male,1,male,1,0,0,0,,,
12937,"rogers,_thomas_d.:0","Rogers, Thomas D.",,,male,1,male,1,male,1,0,0,0,,,
12938,"couch,_jim_forrest:0","Couch, Jim Forrest",,,male,1,male,1,male,1,0,0,0,,,
12939,"angell,_stephen_warder:0","Angell, Stephen Warder",,,male,1,male,1,male,1,0,0,0,,,
12940,"rose,_kenneth_wayne:0","Rose, Kenneth Wayne",,,male,1,male,1,male,1,0,0,0,,,
12941,"kadel,_bradley_clark:0","Kadel, Bradley Clark",,,male,1,male,1,male,1,0,0,0,,,
12942,"tumber,_catherine_jean:0","Tumber, Catherine Jean",,,female,5,female,5,female,5,0,0,0,,,
12943,"nicolaysen,_helena_michaelovna:0","Nicolaysen, Helena Michaelovna",,,female,5,andy,3,female,5,2,0,2,,,
12944,"atkins,_jonathan_moore:0","Atkins, Jonathan Moore",,,male,1,male,1,male,1,0,0,0,,,
12945,"craib,_raymond_bernard:0","Craib, Raymond Bernard",,,male,1,male,1,male,1,0,0,0,,,
12946,"westrate,_bruce_cornelius:0","Westrate, Bruce Cornelius",,,male,1,male,1,male,1,0,0,0,,,
12947,"brown,_timothy_scott:0","Brown, Timothy Scott",,,male,1,male,1,male,1,0,0,0,,,
12948,"mcneil,_brian_edward:0","Mcneil, Brian Edward",,,male,1,male,1,male,1,0,0,0,,,
12949,"smith,_kevin_david:0","Smith, Kevin David",,,male,1,male,1,male,1,0,0,0,,,
12950,"giardina,_carol:0","Giardina, Carol",,,female,5,mostly_female,4,female,5,1,0,1,,,
12951,"meyer,_jack_allen:0","Meyer, Jack Allen",,,male,1,male,1,male,1,0,0,0,,,
12952,"garritano,_carmela_j.:0","Garritano, Carmela J.",,,female,5,andy,3,female,5,2,0,2,,,
12953,"mathisen,_erik_thomas:0","Mathisen, Erik Thomas",,,male,1,male,1,male,1,0,0,0,,,
12954,"seid,_roberta_pollack:0","Seid, Roberta Pollack",,,female,5,female,5,female,5,0,0,0,,,
12955,"clark,_john_elwood,_jr.:0","Clark, John Elwood, Jr.",,,male,1,male,1,male,1,0,0,0,,,
12956,"kitts,_james_a.:0","Kitts, James A.",,,male,1,male,1,male,1,0,0,0,,,
12957,"geisen,_christina:0","Geisen, Christina",,,female,5,female,5,female,5,0,0,0,,,
12958,"coleman,_tracy_dawn:0","Coleman, Tracy Dawn",,,female,5,mostly_female,4,female,5,1,0,1,,,
12959,"allen,_keith_richard:0","Allen, Keith Richard",,,male,1,male,1,male,1,0,0,0,,,
12960,"foltz,_richard_craig:0","Foltz, Richard Craig",,,male,1,male,1,male,1,0,0,0,,,
12961,"kiern,_lawrence_i.:0","Kiern, Lawrence I.",,,male,1,male,1,male,1,0,0,0,,,
12962,"camacho,_salvador:0","Camacho, Salvador",,,male,1,andy,3,male,1,2,0,2,,,
12963,"towers,_frank_harold:0","Towers, Frank Harold",,,male,1,male,1,male,1,0,0,0,,,
12964,"ericson,_edward_e.,_iii:0","Ericson, Edward E., Iii",,,male,1,male,1,male,1,0,0,0,,,
12965,"price,_matthew:0","Price, Matthew",,,male,1,male,1,male,1,0,0,0,,,
12966,"koepp,_cynthia_joan:0","Koepp, Cynthia Joan",,,female,5,female,5,female,5,0,0,0,,,
