,men_0-0.001,women_0-0.001,men_0.001-0.01,women_0.001-0.01,men_0.01-0.1,women_0.01-0.1,men_0.1-1,women_0.1-1,years
43,0.5227132859902736,0.2578548560893942,0.3081098817223938,0.20376890080100854,0.14295813095075455,0.34094894384707697,0.026218701336578575,0.19742729926252037,1996
44,0.520078116281933,0.2754562365898256,0.32027941950168765,0.1974991280083712,0.1285457140993133,0.32536079314244654,0.03109675011706638,0.2016838422593567,1997
45,0.5273415236033703,0.277880479014068,0.30821887498792966,0.21083246134170452,0.13214356699355384,0.3235426113242647,0.03229603441514656,0.1877444483199628,1998
46,0.5035795972062781,0.2869599241590869,0.3268694883454944,0.22205566436818622,0.14227532528523942,0.32934336794469343,0.027275589162988452,0.1616410435280334,1999
47,0.48859023376330646,0.29029325749242024,0.33696603555544363,0.2244366167491386,0.14368262359975423,0.30886717746850295,0.03076110708149606,0.17640294828993816,2000
48,0.49385339165804326,0.2601305541131962,0.33461641149529325,0.26949293714963923,0.1429307439005061,0.32476204605423514,0.028599452946157712,0.1456144626829294,2001
49,0.513906195278863,0.2756561085972849,0.3187124637960224,0.2772074983839691,0.13953622541923882,0.2996897220426633,0.027845115505876095,0.14744667097608274,2002
50,0.5229619560830558,0.2641832403802306,0.32175396220653874,0.2610834673762171,0.134346776153838,0.3327129778566168,0.020937305556567733,0.14202031438693546,2003
51,0.5437504865490056,0.25370860862900313,0.3224845935823314,0.2838330582109143,0.11766632398951486,0.3350043035521978,0.01609859587914838,0.1274540296078847,2004
52,0.5789570596828713,0.2632324181528126,0.2997731758627748,0.2727219470998032,0.1104110724586258,0.3619884305363248,0.010858691995728491,0.10205720421105932,2005
53,0.6079290222996937,0.32270954233581917,0.28790735476798174,0.25292736259933635,0.09322148634380605,0.31184837451391584,0.010942136588518878,0.11251472055092862,2006
54,0.5907750591426885,0.3396938008279485,0.2949548450502194,0.2509389616051358,0.1041729820341897,0.3154937763366167,0.010097113772902858,0.09387346123029895,2007
55,0.577535871146219,0.34714840420482007,0.3033958303667563,0.28222280996448595,0.11091293228693784,0.2663061369610194,0.008155366200087324,0.10432264886967454,2008
56,0.5837179931178145,0.37894171727472886,0.2904532174241433,0.25134135099792065,0.11616966385945889,0.26819063544126254,0.009659125598583566,0.10152629628608793,2009
