,men_women,women_women,men_gender,women_gender,men_masculinity,women_masculinity,men_gay,women_gay,year
17,0.0002955313117684145,0.0016915717211262663,5.783887363094615e-07,5.020836471356128e-07,1.1341129868464688e-06,2.2268615170494086e-06,2.2527191641864707e-05,4.325882295775062e-06,1970
18,0.00031603321206683795,0.002362209070283682,6.794889083819544e-07,5.020836471356128e-07,9.412619738965234e-07,3.320295446304233e-06,2.2775164116870973e-05,2.3291569253825057e-06,1971
19,0.0003352620797450555,0.0025443540609809117,6.93787102016501e-07,5.020836471356128e-07,7.481532517548704e-07,3.320295446304233e-06,2.3868657402113574e-05,1.0586877642803206e-05,1972
20,0.00041675251930163397,0.0034767970881284553,6.929307817606997e-07,2.4534183494333493e-06,1.097999692437678e-06,3.320295446304233e-06,2.3090978858023897e-05,9.431636312889386e-06,1973
21,0.00042717995373625623,0.003657970342235603,4.3979986878077925e-07,4.484840314012666e-06,9.627864442436199e-07,3.320295446304233e-06,8.356392287772012e-06,1.1179819409186365e-05,1974
22,0.00045171131337248154,0.0036054356626483743,1.9196653762922537e-06,4.484840314012666e-06,1.0191406318232798e-06,1.0934339292548247e-06,1.1194241084976098e-05,1.000590381371768e-05,1975
23,0.0004772574806955553,0.003613943729706219,2.0543286297680284e-06,6.217714941571216e-06,1.1514516420839986e-06,1.2969495746005394e-06,1.1801371468389471e-05,1.1765971400313005e-05,1976
24,0.0005325186661770154,0.0033655935866075777,2.4141826810723094e-06,7.696786084893209e-06,1.1514516420839986e-06,2.5571890200951835e-06,9.013134191282276e-06,4.367652539200314e-06,1977
25,0.0005240553992465296,0.002837098249007799,3.6793966447687442e-06,1.8081383485625178e-05,6.365204083800024e-07,2.5571890200951835e-06,9.097541815176132e-06,4.853844682335281e-06,1978
26,0.0004908572215152263,0.0030737789680077053,4.161608829767815e-06,5.492121916057521e-05,6.365204083800024e-07,2.5571890200951835e-06,1.0254402395502646e-05,6.1384459853953524e-06,1979
27,0.0005466796190815579,0.004148128997469348,4.70438802611669e-06,8.492303582186408e-05,1.590567815053075e-06,3.419223687879047e-06,7.821413649564175e-06,1.0826589453186985e-05,1980
28,0.0005805992124540911,0.0043015617508282596,6.909332025244671e-06,0.00010006558744618161,4.253893347330179e-06,2.1222741132785074e-06,9.144825642566744e-06,1.0043642048443566e-05,1981
29,0.0006126305203408733,0.004622470284827958,1.757796860707573e-05,0.00012184526283576312,4.604622864726363e-06,1.165544147902475e-06,7.156796275961714e-06,1.0935946870725486e-05,1982
30,0.0006223748407569602,0.0045811489556054925,2.5586779879161977e-05,0.0001501978180678643,5.374796031340453e-06,1.165544147902475e-06,2.5547377129696254e-05,1.044975472759052e-05,1983
31,0.0006139045669155748,0.004634423803816858,3.0481214171051318e-05,0.0001848280398233328,5.5790362558711185e-06,3.981620341526357e-06,2.5960661016820845e-05,1.0878602827180179e-05,1984
32,0.0005622039524923296,0.004469677217989705,3.6449677372101596e-05,0.00022450267380604466,4.457349974252679e-06,5.963141035691827e-06,3.084072864863097e-05,7.018939760605774e-06,1985
33,0.0005503247455994848,0.0044011365509235584,4.691182935794586e-05,0.000296104235370991,1.7582453301980508e-06,1.0219513744517581e-05,4.2584443252100115e-05,7.859682371529662e-06,1986
34,0.0005433288940049808,0.004852409674199745,5.2328187524873916e-05,0.00038300964747772467,2.23639146981486e-06,1.1951212746736765e-05,6.791365637352015e-05,9.062315567847178e-06,1987
35,0.0005614182481376674,0.005398241149897112,6.228790482651026e-05,0.00048257436316845954,1.7926197678202636e-06,1.7184573311902316e-05,5.0674573723640295e-05,1.2339021137010645e-05,1988
36,0.0005970823402709642,0.005335706488130256,7.505295336279855e-05,0.00046561228785617766,2.564762733694771e-06,1.612156059670699e-05,5.5867178471321786e-05,1.0800309295114056e-05,1989
37,0.0006340731870391154,0.005220599865359011,8.884608753164225e-05,0.0005353429957164778,4.60474661033855e-06,2.2827042507447998e-05,5.38818011463089e-05,2.468761040496639e-05,1990
38,0.0006821246234172754,0.00519479362247377,0.00011469643651331024,0.0005494893167148223,9.291123460182695e-06,2.454563744081069e-05,4.090677755527949e-05,2.8514608348884436e-05,1991
39,0.0006684509519939447,0.0047660663810611455,0.0001331091864267545,0.0005373749038236636,1.5023321741026018e-05,3.315216537593349e-05,1.867205031736949e-05,3.4414846524701404e-05,1992
40,0.0007196682804396897,0.004516992805994583,0.0001585271548913375,0.0005622180913606626,1.9273468127910086e-05,5.154774355098424e-05,6.304964089406915e-05,4.393616665409264e-05,1993
41,0.0008276668183915894,0.004770998892282938,0.000186429367934873,0.0006389534257456471,2.491248907104283e-05,5.678951901342819e-05,5.7883006362045617e-05,4.567456418085905e-05,1994
42,0.0008919402430930812,0.004213111670579132,0.0002081807918285555,0.0005994198530875429,3.132591711915471e-05,5.1596275489508523e-05,5.5383972465140656e-05,4.096422652085143e-05,1995
43,0.0009167169874305589,0.004365468653321276,0.0002029053556977926,0.0006536656611248919,3.392504519980327e-05,5.668680002573282e-05,6.158084481279665e-05,4.72938341428355e-05,1996
44,0.0009382835902830014,0.004206690868420097,0.00019783434172485973,0.0006713321451050244,2.9588267375302893e-05,5.226732171515894e-05,6.395933014336287e-05,4.269836765438599e-05,1997
45,0.0009385396388395927,0.003834175813582314,0.0001982574146981519,0.000599271585288255,4.536538519715389e-05,4.858581772551045e-05,2.268942500712778e-05,3.497480683359175e-05,1998
46,0.0009105823495994808,0.003481578709178641,0.0002058438448397821,0.0005371009473544118,4.5623339287758594e-05,4.671879813154576e-05,2.1683597057090365e-05,3.417634936952556e-05,1999
47,0.0009437871037877755,0.0038911786021025114,0.0002085817313023315,0.0005550461449710345,4.3115955149078966e-05,4.643904818776193e-05,2.1867975111107114e-05,2.5422520922082388e-05,2000
48,0.0009129270267406968,0.0035283581531156565,0.00021887113460459118,0.0005618042707583118,3.982717595552809e-05,4.5628417546317553e-05,1.7716635600348843e-05,2.339825004334839e-05,2001
49,0.0008970240461090627,0.003342627502746031,0.00020894272999756434,0.0005458683476669932,4.732997034913639e-05,6.994166530984462e-05,1.4163273280592859e-05,2.440640253573374e-05,2002
50,0.0008144392314689379,0.0032592810112152203,0.0001980840831746916,0.0005440572855717029,4.048143859367068e-05,6.935854542671604e-05,1.600100625393471e-05,2.4026359263403786e-05,2003
51,0.000685408899898571,0.0029096496696661535,0.00016900826902702977,0.0005308503217796075,3.847447466745163e-05,6.895388894493019e-05,1.7678953098950453e-05,2.54957733907166e-05,2004
52,0.0005408747256023805,0.0024012304376457823,0.00015933029956120392,0.0005075543029749023,4.6009809242274536e-05,7.470826096742987e-05,3.454472973009881e-05,6.232725658787999e-05,2005
53,0.0005289253964112608,0.0023462075673734892,0.00015027571447293384,0.0006549273341793565,4.498602759216989e-05,8.249148320339038e-05,3.3775464885775255e-05,5.5167245683056536e-05,2006
54,0.0005173588242792685,0.0021399091864279032,0.00016596940877603187,0.0006611813014191967,4.069984655612753e-05,6.880546132723485e-05,3.5980091344944146e-05,6.755132279970381e-05,2007
55,0.0005245498157685218,0.0022910992358692542,0.00015656151373930955,0.0006744825916922801,2.852099516952674e-05,7.341793798960148e-05,9.01610736879047e-05,9.145015172763446e-05,2008
56,0.0005736528360754322,0.0022553463883439482,0.0001601362122872144,0.0006742838752178047,2.9919007158410315e-05,7.420240132997596e-05,0.00011348618288330502,0.00010010117449626068,2009
